# Time (s),Altitude (m),Vertical velocity (m/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Mach number (​),Thrust (N),Drag force (N),Drag coefficient (​)
23.607,5857.193,122.608,3.985e4,241.842,51.493,0.224,316.714,241.169,0.411,0,48.28,0.462
23.657,5863.31,122.064,3.985e4,241.842,51.493,0.224,316.784,241.169,0.41,0,47.831,0.461
23.707,5869.4,121.519,3.985e4,241.842,51.493,0.224,316.7,241.169,0.408,0,47.409,0.461
23.757,5875.462,120.976,3.985e4,241.842,51.493,0.224,316.505,241.169,0.407,0,47.007,0.461
23.807,5881.497,120.432,3.985e4,241.842,51.493,0.224,316.594,241.169,0.405,0,46.58,0.461
23.857,5887.505,119.89,3.985e4,241.842,51.493,0.224,316.975,241.169,0.403,0,46.126,0.461
23.907,5893.486,119.347,3.985e4,241.842,51.493,0.224,317.341,241.169,0.402,0,45.682,0.46
23.957,5899.44,118.804,3.985e4,241.842,51.493,0.224,317.686,241.169,0.4,0,45.235,0.46
24.007,5905.367,118.261,3.985e4,241.842,51.493,0.224,317.593,241.169,0.398,0,44.83,0.46
24.057,5911.266,117.719,3.985e4,241.842,51.493,0.224,317.557,241.169,0.397,0,44.468,0.46
24.107,5917.138,117.177,3.985e4,241.842,51.493,0.224,317.606,241.169,0.396,0,44.071,0.46
24.157,5922.984,116.636,3.985e4,241.842,51.493,0.224,317.308,241.169,0.394,0,43.631,0.459
24.207,5928.802,116.095,3.985e4,241.842,51.493,0.224,317.468,241.169,0.392,0,43.261,0.459
24.257,5934.593,115.555,3.985e4,241.842,51.493,0.224,317.661,241.169,0.391,0,42.901,0.459
24.307,5940.358,115.015,3.985e4,241.842,51.493,0.224,317.237,241.169,0.389,0,42.471,0.459
24.357,5946.095,114.475,3.985e4,241.842,51.493,0.224,317.585,241.169,0.388,0,42.124,0.459
24.407,5951.805,113.936,3.985e4,241.842,51.493,0.224,317.127,241.169,0.386,0,41.699,0.458
24.457,5957.488,113.397,3.985e4,241.842,51.493,0.224,317.377,241.169,0.385,0,41.344,0.458
24.507,5963.145,112.859,3.985e4,241.842,51.493,0.224,317.587,241.169,0.383,0,40.987,0.458
24.557,5968.774,112.322,3.985e4,241.842,51.493,0.224,317.112,241.169,0.381,0,40.565,0.458
24.607,5974.377,111.784,3.985e4,241.842,51.493,0.224,317.08,241.169,0.38,0,40.186,0.458
24.657,5979.953,111.247,3.985e4,241.842,51.493,0.224,317.286,241.169,0.378,0,39.831,0.458
24.707,5985.502,110.711,3.985e4,241.842,51.493,0.224,317.323,241.169,0.377,0,39.461,0.457
24.757,5991.024,110.175,3.985e4,241.842,51.493,0.224,316.879,241.169,0.375,0,39.046,0.457
24.807,5996.519,109.639,3.985e4,241.842,51.493,0.224,316.574,241.169,0.373,0,38.646,0.457
24.857,6001.988,109.103,3.985e4,241.842,51.493,0.224,316.556,241.169,0.372,0,38.27,0.457
24.907,6007.43,108.569,3.985e4,241.842,51.493,0.224,317.234,241.169,0.37,0,37.958,0.457
24.957,6012.845,108.034,3.985e4,241.842,51.493,0.224,316.877,241.169,0.369,0,37.552,0.456
25.007,6018.233,107.5,3.985e4,241.842,51.493,0.224,316.824,241.169,0.367,0,37.174,0.456
25.057,6023.595,106.967,3.985e4,241.842,51.493,0.224,317.068,241.169,0.366,0,36.824,0.456
25.107,6028.93,106.434,3.985e4,241.842,51.493,0.224,317.047,241.169,0.364,0,36.45,0.456
25.157,6034.238,105.902,3.985e4,241.842,51.493,0.224,317.356,241.169,0.362,0,36.107,0.456
25.207,6039.52,105.371,3.985e4,241.842,51.493,0.224,317.068,241.169,0.361,0,35.798,0.456
25.257,6044.775,104.841,3.985e4,241.842,51.493,0.224,316.928,241.169,0.359,0,35.445,0.455
25.307,6050.004,104.311,3.985e4,241.842,51.493,0.224,317.334,241.169,0.358,0,35.045,0.455
25.357,6055.206,103.781,3.985e4,241.842,51.493,0.224,317.215,241.169,0.356,0,34.644,0.455
25.407,6060.382,103.251,3.985e4,241.842,51.493,0.224,317.312,241.169,0.354,0,34.33,0.455
25.457,6065.531,102.722,3.985e4,241.842,51.493,0.224,317.293,241.169,0.353,0,33.977,0.455
25.507,6070.654,102.194,3.985e4,241.842,51.493,0.224,316.453,241.169,0.351,0,33.703,0.455
25.557,6075.751,101.667,3.985e4,241.842,51.493,0.224,316.374,241.169,0.35,0,33.364,0.454
25.607,6080.821,101.14,3.985e4,241.842,51.493,0.224,316.211,241.169,0.348,0,33.038,0.454
25.657,6085.865,100.614,3.985e4,241.842,51.493,0.224,315.832,241.169,0.347,0,32.74,0.454
25.707,6090.883,100.089,3.985e4,241.842,51.493,0.224,315.991,241.169,0.345,0,32.394,0.454
25.757,6095.874,99.563,3.985e4,241.842,51.493,0.224,316.653,241.169,0.343,0,32.007,0.454
25.807,6100.839,99.038,3.985e4,241.842,51.493,0.224,316.046,241.169,0.342,0,31.744,0.454
25.857,6105.778,98.514,3.985e4,241.842,51.493,0.224,315.554,241.169,0.341,0,31.478,0.454
25.907,6110.69,97.99,3.985e4,241.842,51.493,0.224,316.237,241.169,0.339,0,31.103,0.453
25.957,6115.577,97.467,3.985e4,241.842,51.493,0.224,315.873,241.169,0.338,0,30.834,0.453
26.007,6120.437,96.944,3.985e4,241.842,51.493,0.224,315.935,241.169,0.336,0,30.53,0.453
26.057,6125.271,96.42,3.985e4,241.842,51.493,0.224,316.476,241.169,0.334,0,30.187,0.453
26.107,6130.079,95.897,3.985e4,241.842,51.493,0.224,316.52,241.169,0.333,0,29.894,0.453
26.157,6134.861,95.375,3.985e4,241.842,51.493,0.224,316.749,241.169,0.331,0,29.588,0.453
26.207,6139.616,94.852,3.985e4,241.842,51.493,0.224,316.787,241.169,0.33,0,29.303,0.452
26.257,6144.346,94.33,3.985e4,241.842,51.493,0.224,316.977,241.169,0.329,0,29.007,0.452
26.307,6149.049,93.807,3.985e4,241.842,51.493,0.224,317.104,241.169,0.327,0,28.719,0.452
26.357,6153.727,93.285,3.985e4,241.842,51.493,0.224,317.329,241.169,0.326,0,28.419,0.452
26.407,6158.378,92.763,3.985e4,241.842,51.493,0.224,317.296,241.169,0.324,0,28.144,0.452
26.457,6163.003,92.242,3.985e4,241.842,51.493,0.224,316.745,241.169,0.322,0,27.829,0.452
26.507,6167.602,91.72,3.985e4,241.842,51.493,0.224,316.821,241.169,0.321,0,27.564,0.452
26.557,6172.175,91.198,3.985e4,241.842,51.493,0.224,316.359,241.169,0.319,0,27.258,0.451
26.607,6176.722,90.677,3.985e4,241.842,51.493,0.224,316.325,241.169,0.318,0,26.985,0.451
26.657,6181.243,90.156,3.985e4,241.842,51.493,0.224,316.697,241.169,0.317,0,26.741,0.451
26.707,6185.738,89.636,3.985e4,241.842,51.493,0.224,317.11,241.169,0.315,0,26.502,0.451
26.757,6190.206,89.116,3.985e4,241.842,51.493,0.224,317.058,241.169,0.314,0,26.269,0.451
26.807,6194.649,88.597,3.985e4,241.842,51.493,0.224,317.264,241.169,0.313,0,25.977,0.451
26.857,6199.066,88.078,3.985e4,241.842,51.493,0.224,316.968,241.169,0.311,0,25.689,0.451
26.907,6203.457,87.56,3.985e4,241.842,51.493,0.224,316.963,241.169,0.309,0,25.423,0.45
26.957,6207.822,87.041,3.985e4,241.842,51.493,0.224,317.138,241.169,0.308,0,25.173,0.45
27.007,6212.161,86.524,3.985e4,241.842,51.493,0.224,317.221,241.169,0.307,0,24.927,0.45
27.057,6216.474,86.006,3.985e4,241.842,51.493,0.224,317.205,241.169,0.305,0,24.655,0.45
27.107,6220.762,85.489,3.985e4,241.842,51.493,0.224,317.211,241.169,0.304,0,24.406,0.45
27.157,6225.023,84.972,3.985e4,241.842,51.493,0.224,316.824,241.169,0.302,0,24.178,0.45
27.207,6229.259,84.456,3.985e4,241.842,51.493,0.224,317.201,241.169,0.301,0,23.893,0.45
27.257,6233.469,83.94,3.985e4,241.842,51.493,0.224,317.06,241.169,0.299,0,23.62,0.45
27.307,6237.653,83.424,3.985e4,241.842,51.493,0.224,317.042,241.169,0.298,0,23.366,0.449
27.357,6241.811,82.908,3.985e4,241.842,51.493,0.224,316.778,241.169,0.296,0,23.096,0.449
27.407,6245.944,82.392,3.985e4,241.842,51.493,0.224,316.677,241.169,0.295,0,22.838,0.449
27.457,6250.051,81.877,3.985e4,241.842,51.493,0.224,316.953,241.169,0.293,0,22.607,0.449
27.507,6254.132,81.362,3.985e4,241.842,51.493,0.224,316.941,241.169,0.292,0,22.399,0.449
27.557,6258.187,80.849,3.985e4,241.842,51.493,0.224,316.813,241.169,0.291,0,22.16,0.449
27.607,6262.216,80.335,3.985e4,241.842,51.493,0.224,316.845,241.169,0.289,0,21.859,0.449
27.657,6266.22,79.82,3.985e4,241.842,51.493,0.224,316.305,241.169,0.287,0,21.578,0.449
27.707,6270.198,79.306,3.985e4,241.842,51.493,0.224,315.948,241.169,0.285,0,21.31,0.448
27.757,6274.151,78.792,3.985e4,241.842,51.493,0.224,316.176,241.169,0.284,0,21.081,0.448
27.807,6278.078,78.278,3.985e4,241.842,51.493,0.224,316.392,241.169,0.282,0,20.851,0.448
27.857,6281.979,77.765,3.985e4,241.842,51.493,0.224,317.175,241.169,0.281,0,20.661,0.448
27.907,6285.854,77.253,3.985e4,241.842,51.493,0.224,316.395,241.169,0.28,0,20.474,0.448
27.957,6289.704,76.742,3.985e4,241.842,51.493,0.224,316.205,241.169,0.279,0,20.247,0.448
28.007,6293.528,76.232,3.985e4,241.842,51.493,0.224,315.779,241.169,0.277,0,20.04,0.448
28.057,6297.327,75.721,3.985e4,241.842,51.493,0.224,316.088,241.169,0.276,0,19.783,0.448
28.107,6301.101,75.211,3.985e4,241.842,51.493,0.224,315.215,241.169,0.274,0,19.616,0.447
28.157,6304.848,74.702,3.985e4,241.842,51.493,0.224,315.194,241.169,0.273,0,19.388,0.447
28.207,6308.571,74.193,3.985e4,241.842,51.493,0.224,314.515,241.169,0.272,0,19.217,0.447
28.257,6312.268,73.685,3.985e4,241.842,51.493,0.224,314.472,241.169,0.27,0,18.999,0.447
28.307,6315.939,73.178,3.985e4,241.842,51.493,0.224,314.489,241.169,0.269,0,18.781,0.447
28.357,6319.586,72.67,3.985e4,241.842,51.493,0.224,314.807,241.169,0.267,0,18.544,0.447
28.407,6323.206,72.162,3.985e4,241.842,51.493,0.224,315.332,241.169,0.266,0,18.296,0.447
28.457,6326.802,71.654,3.985e4,241.842,51.493,0.224,315.348,241.169,0.264,0,18.09,0.447
28.507,6330.372,71.147,3.985e4,241.842,51.493,0.224,315.087,241.169,0.263,0,17.906,0.447
28.557,6333.916,70.639,3.985e4,241.842,51.493,0.224,315.443,241.169,0.261,0,17.681,0.446
28.607,6337.436,70.132,3.985e4,241.842,51.493,0.224,315.835,241.169,0.26,0,17.456,0.446
28.657,6340.93,69.625,3.985e4,241.842,51.493,0.224,315.668,241.169,0.259,0,17.273,0.446
28.707,6344.398,69.118,3.985e4,241.842,51.493,0.224,315.333,241.169,0.257,0,17.105,0.446
28.757,6347.841,68.612,3.985e4,241.842,51.493,0.224,315.459,241.169,0.256,0,16.906,0.446
28.807,6351.259,68.105,3.985e4,241.842,51.493,0.224,315.066,241.169,0.255,0,16.756,0.446
28.857,6354.652,67.6,3.985e4,241.842,51.493,0.224,314.864,241.169,0.254,0,16.596,0.446
28.907,6358.019,67.094,3.985e4,241.842,51.493,0.224,314.684,241.169,0.252,0,16.437,0.447
28.957,6361.361,66.59,3.985e4,241.842,51.493,0.224,314.455,241.169,0.251,0,16.285,0.447
29.007,6364.678,66.085,3.985e4,241.842,51.493,0.224,314.761,241.169,0.25,0,16.099,0.447
29.057,6367.97,65.58,3.985e4,241.842,51.493,0.224,314.455,241.169,0.249,0,15.957,0.447
29.107,6371.236,65.076,3.985e4,241.842,51.493,0.224,314.734,241.169,0.247,0,15.778,0.447
29.157,6374.477,64.571,3.985e4,241.842,51.493,0.224,315.068,241.169,0.246,0,15.598,0.448
29.207,6377.693,64.067,3.985e4,241.842,51.493,0.224,314.683,241.169,0.245,0,15.469,0.448
29.257,6380.884,63.563,3.985e4,241.842,51.493,0.224,314.789,241.169,0.244,0,15.309,0.448
29.307,6384.05,63.06,3.985e4,241.842,51.493,0.224,314.444,241.169,0.243,0,15.183,0.448
29.357,6387.19,62.557,3.985e4,241.842,51.493,0.224,314.445,241.169,0.241,0,15.035,0.448
29.407,6390.305,62.053,3.985e4,241.842,51.493,0.224,315.565,241.169,0.24,0,14.816,0.449
29.457,6393.396,61.549,3.985e4,241.842,51.493,0.224,316.538,241.169,0.238,0,14.612,0.449
29.507,6396.46,61.045,3.985e4,241.842,51.493,0.224,316.655,241.169,0.237,0,14.463,0.449
29.557,6399.5,60.541,3.985e4,241.842,51.493,0.224,316.907,241.169,0.236,0,14.305,0.449
29.607,6402.514,60.036,3.985e4,241.842,51.493,0.224,316.372,241.169,0.234,0,14.12,0.449
29.657,6405.504,59.532,3.985e4,241.842,51.493,0.224,315.729,241.169,0.233,0,13.943,0.45
29.707,6408.468,59.027,3.985e4,241.842,51.493,0.224,315.693,241.169,0.231,0,13.799,0.45
29.757,6411.406,58.522,3.985e4,241.842,51.493,0.224,315.904,241.169,0.23,0,13.667,0.45
29.807,6414.32,58.018,3.985e4,241.842,51.493,0.224,316.188,241.169,0.229,0,13.54,0.45
29.857,6417.208,57.514,3.985e4,241.842,51.493,0.224,315.431,241.169,0.228,0,13.355,0.451
29.907,6420.071,57.01,3.985e4,241.842,51.493,0.224,315.352,241.169,0.226,0,13.207,0.451
29.957,6422.909,56.506,3.985e4,241.842,51.493,0.224,314.732,241.169,0.225,0,13.029,0.451
30.007,6425.722,56.002,3.985e4,241.842,51.493,0.224,314.677,241.169,0.223,0,12.881,0.451
30.057,6428.509,55.498,3.985e4,241.842,51.493,0.224,314.31,241.169,0.222,0,12.715,0.452
30.107,6431.272,54.994,3.985e4,241.842,51.493,0.224,314.071,241.169,0.22,0,12.554,0.452
30.157,6434.009,54.49,3.985e4,241.842,51.493,0.224,314.695,241.169,0.219,0,12.436,0.452
30.207,6436.721,53.986,3.985e4,241.842,51.493,0.224,314.311,241.169,0.218,0,12.266,0.452
30.257,6439.407,53.483,3.985e4,241.842,51.493,0.224,315.146,241.169,0.217,0,12.157,0.453
30.307,6442.069,52.98,3.985e4,241.842,51.493,0.224,314.747,241.169,0.215,0,11.984,0.453
30.357,6444.705,52.477,3.985e4,241.842,51.493,0.224,314.703,241.169,0.214,0,11.829,0.453
30.407,6447.317,51.975,3.985e4,241.842,51.493,0.224,314.632,241.169,0.212,0,11.672,0.453
30.457,6449.903,51.472,3.985e4,241.842,51.493,0.224,314.563,241.169,0.211,0,11.514,0.454
30.507,6452.464,50.97,3.985e4,241.842,51.493,0.224,314.894,241.169,0.21,0,11.375,0.454
30.557,6455,50.468,3.985e4,241.842,51.493,0.224,315.039,241.169,0.208,0,11.226,0.454
30.607,6457.511,49.967,3.985e4,241.842,51.493,0.224,316.072,241.169,0.207,0,11.122,0.455
30.657,6459.997,49.467,3.985e4,241.842,51.493,0.224,316.83,241.169,0.206,0,11.005,0.455
30.707,6462.457,48.967,3.985e4,241.842,51.493,0.224,316.076,241.169,0.205,0,10.901,0.455
30.757,6464.893,48.468,3.985e4,241.842,51.493,0.224,315.346,241.169,0.204,0,10.786,0.455
30.807,6467.304,47.969,3.985e4,241.842,51.493,0.224,314.816,241.169,0.203,0,10.662,0.455
30.857,6469.69,47.471,3.985e4,241.842,51.493,0.224,314.46,241.169,0.202,0,10.53,0.456
30.907,6472.051,46.973,3.985e4,241.842,51.493,0.224,314.168,241.169,0.2,0,10.396,0.456
30.957,6474.388,46.476,3.985e4,241.842,51.493,0.224,313.723,241.169,0.199,0,10.273,0.456
31.007,6476.699,45.979,3.985e4,241.842,51.493,0.224,313.015,241.169,0.198,0,10.17,0.457
31.057,6478.985,45.482,3.985e4,241.842,51.493,0.224,312.614,241.169,0.197,0,10.049,0.457
31.107,6481.247,44.986,3.985e4,241.842,51.493,0.224,312.665,241.169,0.195,0,9.903,0.457
31.157,6483.484,44.49,3.985e4,241.842,51.493,0.224,311.666,241.169,0.194,0,9.827,0.457
31.207,6485.696,43.995,3.985e4,241.842,51.493,0.224,310.914,241.169,0.193,0,9.74,0.458
31.257,6487.884,43.501,3.985e4,241.842,51.493,0.224,310.575,241.169,0.192,0,9.627,0.458
31.307,6490.046,43.007,3.985e4,241.842,51.493,0.224,309.414,241.169,0.192,0,9.579,0.458
31.357,6492.184,42.514,3.985e4,241.842,51.493,0.224,308.709,241.169,0.191,0,9.503,0.458
31.407,6494.298,42.021,3.985e4,241.842,51.493,0.224,308.98,241.169,0.189,0,9.356,0.459
31.457,6496.386,41.528,3.985e4,241.842,51.493,0.224,308.894,241.169,0.188,0,9.24,0.459
31.507,6498.45,41.035,3.985e4,241.842,51.493,0.224,308.436,241.169,0.187,0,9.156,0.459
31.557,6500.49,40.543,3.985e4,241.842,51.493,0.224,308.184,241.169,0.186,0,9.061,0.46
31.607,6502.505,40.051,3.985e4,241.842,51.493,0.224,308.144,241.169,0.185,0,8.952,0.46
31.657,6504.495,39.559,3.985e4,241.842,51.493,0.224,309.148,241.169,0.183,0,8.767,0.46
31.707,6506.461,39.067,3.985e4,241.842,51.493,0.224,308.701,241.169,0.182,0,8.696,0.461
31.757,6508.402,38.575,3.985e4,241.842,51.493,0.224,308.254,241.169,0.181,0,8.628,0.461
31.807,6510.318,38.084,3.985e4,241.842,51.493,0.224,307.475,241.169,0.181,0,8.591,0.461
31.857,6512.21,37.592,3.985e4,241.842,51.493,0.224,308.62,241.169,0.179,0,8.406,0.461
31.907,6514.077,37.1,3.985e4,241.842,51.493,0.224,309.353,241.169,0.177,0,8.259,0.462
31.957,6515.92,36.608,3.985e4,241.842,51.493,0.224,308.508,241.169,0.177,0,8.233,0.462
32.007,6517.738,36.117,3.985e4,241.842,51.493,0.224,308.205,241.169,0.176,0,8.169,0.462
32.057,6519.532,35.626,3.985e4,241.842,51.493,0.224,308.313,241.169,0.175,0,8.077,0.462
32.107,6521.301,35.135,3.985e4,241.842,51.493,0.224,308.965,241.169,0.174,0,7.947,0.463
32.157,6523.045,34.643,3.985e4,241.842,51.493,0.224,309.453,241.169,0.173,0,7.833,0.463
32.207,6524.765,34.151,3.985e4,241.842,51.493,0.224,309.737,241.169,0.172,0,7.737,0.463
32.257,6526.46,33.66,3.985e4,241.842,51.493,0.224,309.67,241.169,0.171,0,7.667,0.464
32.307,6528.131,33.168,3.985e4,241.842,51.493,0.224,309.791,241.169,0.17,0,7.587,0.464
32.357,6529.777,32.676,3.985e4,241.842,51.493,0.224,310.764,241.169,0.168,0,7.449,0.464
32.407,6531.399,32.184,3.985e4,241.842,51.493,0.224,311.215,241.169,0.167,0,7.35,0.465
32.457,6532.995,31.692,3.985e4,241.842,51.493,0.224,311.317,241.169,0.166,0,7.275,0.465
32.507,6534.568,31.199,3.985e4,241.842,51.493,0.224,311.405,241.169,0.166,0,7.203,0.465
32.557,6536.115,30.707,3.985e4,241.842,51.493,0.224,311.746,241.169,0.165,0,7.116,0.466
32.607,6537.638,30.215,3.985e4,241.842,51.493,0.224,311.913,241.169,0.164,0,7.041,0.466
32.657,6539.137,29.723,3.985e4,241.842,51.493,0.224,312.105,241.169,0.163,0,6.966,0.466
32.707,6540.611,29.231,3.985e4,241.842,51.493,0.224,311.456,241.169,0.162,0,6.948,0.466
32.757,6542.06,28.739,3.985e4,241.842,51.493,0.224,311.795,241.169,0.162,0,6.865,0.467
32.807,6543.485,28.247,3.985e4,241.842,51.493,0.224,311.958,241.169,0.161,0,6.795,0.467
32.857,6544.885,27.755,3.985e4,241.842,51.493,0.224,312.036,241.169,0.16,0,6.731,0.467
32.907,6546.26,27.263,3.985e4,241.842,51.493,0.224,312.092,241.169,0.159,0,6.67,0.467
32.957,6547.611,26.771,3.985e4,241.842,51.493,0.224,312.395,241.169,0.158,0,6.592,0.468
33.007,6548.937,26.279,3.985e4,241.842,51.493,0.224,313.181,241.169,0.157,0,6.484,0.468
33.057,6550.239,25.787,3.985e4,241.842,51.493,0.224,313.605,241.169,0.156,0,6.4,0.468
33.107,6551.516,25.294,3.985e4,241.842,51.493,0.224,313.999,241.169,0.155,0,6.318,0.469
33.157,6552.768,24.802,3.985e4,241.842,51.493,0.224,314.54,241.169,0.154,0,6.226,0.469
33.207,6553.996,24.309,3.985e4,241.842,51.493,0.224,314.2,241.169,0.153,0,6.191,0.469
33.257,6555.199,23.817,3.985e4,241.842,51.493,0.224,314.476,241.169,0.152,0,6.116,0.47
33.307,6556.378,23.325,3.985e4,241.842,51.493,0.224,314.922,241.169,0.151,0,6.03,0.47
33.357,6557.532,22.832,3.985e4,241.842,51.493,0.224,314.669,241.169,0.151,0,5.988,0.47
33.407,6558.661,22.34,3.985e4,241.842,51.493,0.224,314.753,241.169,0.15,0,5.924,0.471
33.457,6559.766,21.848,3.985e4,241.842,51.493,0.224,314.069,241.169,0.15,0,5.911,0.471
33.507,6560.846,21.356,3.985e4,241.842,51.493,0.224,314.001,241.169,0.149,0,5.857,0.471
33.557,6561.901,20.865,3.985e4,241.842,51.493,0.224,313.943,241.169,0.148,0,5.801,0.471
33.607,6562.932,20.373,3.985e4,241.842,51.493,0.224,314.3,241.169,0.147,0,5.716,0.472
33.657,6563.939,19.881,3.985e4,241.842,51.493,0.224,314.446,241.169,0.146,0,5.645,0.472
33.707,6564.92,19.39,3.985e4,241.842,51.493,0.224,314.212,241.169,0.145,0,5.6,0.472
33.757,6565.878,18.898,3.985e4,241.842,51.493,0.224,314.237,241.169,0.144,0,5.536,0.473
33.807,6566.81,18.407,3.985e4,241.842,51.493,0.224,314.334,241.169,0.144,0,5.466,0.473
33.857,6567.718,17.916,3.985e4,241.842,51.493,0.224,313.768,241.169,0.143,0,5.444,0.473
33.907,6568.602,17.425,3.985e4,241.842,51.493,0.224,313.859,241.169,0.142,0,5.372,0.473
33.957,6569.461,16.934,3.985e4,241.842,51.493,0.224,313.807,241.169,0.141,0,5.311,0.474
34.007,6570.295,16.443,3.985e4,241.842,51.493,0.224,313.594,241.169,0.141,0,5.26,0.474
34.057,6571.105,15.952,3.985e4,241.842,51.493,0.224,312.987,241.169,0.14,0,5.243,0.474
34.107,6571.89,15.462,3.985e4,241.842,51.493,0.224,312.154,241.169,0.14,0,5.247,0.474
34.157,6572.651,14.973,3.985e4,241.842,51.493,0.224,311.412,241.169,0.14,0,5.248,0.474
34.207,6573.388,14.483,3.985e4,241.842,51.493,0.224,311.208,241.169,0.14,0,5.199,0.474
34.257,6574.1,13.994,3.985e4,241.842,51.493,0.224,310.29,241.169,0.14,0,5.224,0.474
34.307,6574.787,13.506,3.985e4,241.842,51.493,0.224,310.03,241.169,0.139,0,5.185,0.475
34.357,6575.45,13.017,3.985e4,241.842,51.493,0.224,309.675,241.169,0.139,0,5.157,0.475
34.407,6576.089,12.529,3.985e4,241.842,51.493,0.224,309.817,241.169,0.138,0,5.073,0.475
34.457,6576.703,12.04,3.985e4,241.842,51.493,0.224,309.683,241.169,0.137,0,5.02,0.475
34.507,6577.293,11.552,3.985e4,241.842,51.493,0.224,309.86,241.169,0.136,0,4.93,0.476
34.557,6577.858,11.064,3.985e4,241.842,51.493,0.224,309.977,241.169,0.134,0,4.845,0.477
34.607,6578.399,10.576,3.985e4,241.842,51.493,0.224,309.167,241.169,0.135,0,4.873,0.476
34.657,6578.916,10.088,3.985e4,241.842,51.493,0.224,308.822,241.169,0.134,0,4.847,0.477
34.707,6579.408,9.601,3.985e4,241.842,51.493,0.224,308.27,241.169,0.134,0,4.853,0.477
34.757,6579.876,9.114,3.985e4,241.842,51.493,0.224,307.985,241.169,0.134,0,4.824,0.477
34.807,6580.319,8.627,3.985e4,241.842,51.493,0.224,307.667,241.169,0.134,0,4.802,0.477
34.857,6580.739,8.14,3.985e4,241.842,51.493,0.224,307.42,241.169,0.133,0,4.772,0.477
34.907,6581.134,7.654,3.985e4,241.842,51.493,0.224,307.091,241.169,0.133,0,4.758,0.477
34.957,6581.504,7.167,3.985e4,241.842,51.493,0.224,306.841,241.169,0.132,0,4.733,0.477
35.007,6581.85,6.681,3.985e4,241.842,51.493,0.224,306.567,241.169,0.132,0,4.716,0.477
35.057,6582.172,6.196,3.985e4,241.842,51.493,0.224,306.252,241.169,0.132,0,4.713,0.478
35.107,6582.47,5.71,3.985e4,241.842,51.493,0.224,306.162,241.169,0.131,0,4.663,0.478
35.157,6582.743,5.224,3.985e4,241.842,51.493,0.224,306.128,241.169,0.13,0,4.598,0.478
35.207,6582.992,4.739,3.985e4,241.842,51.493,0.224,305.88,241.169,0.13,0,4.589,0.478
35.257,6583.217,4.254,3.985e4,241.842,51.493,0.224,305.633,241.169,0.13,0,4.587,0.478
35.307,6583.418,3.768,3.985e4,241.842,51.493,0.224,305.385,241.169,0.13,0,4.596,0.478
35.357,6583.594,3.284,3.985e4,241.842,51.493,0.224,305.271,241.169,0.13,0,4.565,0.479
35.407,6583.746,2.799,3.985e4,241.842,51.493,0.224,305.083,241.169,0.13,0,4.574,0.479
35.457,6583.874,2.314,3.985e4,241.842,51.493,0.224,304.921,241.169,0.13,0,4.588,0.478
35.507,6583.977,1.83,3.985e4,241.842,51.493,0.224,304.845,241.169,0.13,0,4.569,0.479
35.557,6584.057,1.345,3.985e4,241.842,51.493,0.224,304.779,241.169,0.129,0,4.555,0.479
35.607,6584.112,0.861,3.985e4,241.842,51.493,0.224,304.734,241.169,0.129,0,4.537,0.479
35.657,6584.143,0.377,3.985e4,241.842,51.493,0.224,304.686,241.169,0.13,0,4.59,0.478
35.707,6584.15,-0.107,3.985e4,241.842,51.493,0.224,304.702,241.169,0.13,0,4.607,0.478
35.757,6584.132,-0.591,3.985e4,241.842,51.493,0.224,304.748,241.169,0.13,0,4.602,0.478
35.762,6584.129,-0.64,3.985e4,241.842,NaN,NaN,NaN,NaN,0.13,0,91.853,NaN
36.262,6582.59,-5.517,3.985e4,241.842,NaN,NaN,NaN,NaN,0.13,0,91.783,NaN
36.762,6578.646,-10.26,3.985e4,241.842,NaN,NaN,NaN,NaN,0.128,0,89.433,NaN
37.262,6572.363,-14.872,3.985e4,241.842,NaN,NaN,NaN,NaN,0.128,0,88.441,NaN
37.762,6563.807,-19.349,3.985e4,241.842,NaN,NaN,NaN,NaN,0.13,0,91.589,NaN
38.262,6553.047,-23.692,3.985e4,241.842,NaN,NaN,NaN,NaN,0.132,0,94.321,NaN
38.762,6540.153,-27.884,3.985e4,241.842,NaN,NaN,NaN,NaN,0.137,0,101.678,NaN
39.262,6525.202,-31.92,3.985e4,241.842,NaN,NaN,NaN,NaN,0.142,0,109.462,NaN
39.762,6508.278,-35.78,3.985e4,241.842,NaN,NaN,NaN,NaN,0.149,0,120.835,NaN
40.262,6489.464,-39.474,3.985e4,241.842,NaN,NaN,NaN,NaN,0.154,0,129.494,NaN
40.762,6468.852,-42.976,3.985e4,241.842,NaN,NaN,NaN,NaN,0.161,0,142.535,NaN
41.262,6446.535,-46.292,3.985e4,241.842,NaN,NaN,NaN,NaN,0.167,0,154.376,NaN
41.762,6422.609,-49.412,3.985e4,241.842,NaN,NaN,NaN,NaN,0.174,0,167.514,NaN
42.262,6397.173,-52.332,3.985e4,241.842,NaN,NaN,NaN,NaN,0.181,0,181.583,NaN
42.762,6370.325,-55.06,3.985e4,241.842,NaN,NaN,NaN,NaN,0.187,0,194.373,NaN
43.262,6342.161,-57.596,3.985e4,241.842,NaN,NaN,NaN,NaN,0.193,0,207.415,NaN
43.762,6312.777,-59.939,3.985e4,241.842,NaN,NaN,NaN,NaN,0.199,0,221.199,NaN
