# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s),MaxQ (mbar)
1.501,84.371,122.194,90.302,122.841,90.859,8.209,2.065e-4,8.209,0.001,12.594,10.045,36,-86,9.796,0.099,0,-0.022,-0.004,2.777e4,4410.2,12.023,0.206,209.702,157.622,2.563,0.364,2.145e7,2892.876,99.101,0.352,0.352,0.198,0.017,0.137,0.016,0.041,-2.56e-4,0,0,0,0,-1.692e-8,0.015,20.32,324.293,84.17,0.003,0.1,10.772,937.807,337.827,0.05,0.115,NaN
1.551,90.593,126.685,89.792,127.36,90.347,8.851,2.357e-4,8.851,0.002,13.093,10.002,36,-86,9.796,0.1,1.124e-6,0.589,-0.006,2.77e4,4344.45,11.975,0.206,209.74,157.424,2.575,0.377,2.223e7,2879.9,106.904,0.353,0.353,0.198,0.017,0.138,0.016,0.042,-2.331e-4,0,0,0,0,1.155e-5,0.015,20.32,324.293,84.155,0.005,0.1,10.732,937.111,337.803,0.05,0.117,NaN
1.601,97.039,131.142,89.102,131.844,89.667,9.518,2.708e-4,9.518,0.002,13.592,10.05,36,-86,9.796,0.071,-1.412e-6,1.148,-0.007,2.764e4,4278.7,11.926,0.206,209.822,157.224,2.588,0.39,2.3e7,2862.567,114.982,0.355,0.355,0.198,0.017,0.14,0.012,0.03,3.843e-4,0,0,0,0,4.101e-5,0.016,20.32,324.293,84.111,0.007,0.1,10.69,936.391,337.777,0.05,0.118,NaN
1.651,103.706,135.563,88.39,136.294,88.975,10.21,3.134e-4,10.21,0.002,14.096,10.181,36,-86,9.796,0.022,-5.032e-6,1.478,-0.033,2.757e4,4212.949,11.878,0.206,209.934,157.024,2.604,0.404,2.377e7,2845.233,123.333,0.356,0.356,0.197,0.018,0.141,0.004,0.01,-1.295e-4,0,0,0,0,6.358e-5,0.016,20.32,324.293,84.043,0.008,0.1,10.647,935.646,337.751,0.05,0.12,NaN
1.701,110.594,139.949,87.661,140.71,88.27,10.928,3.649e-4,10.928,0.002,14.608,10.345,36,-86,9.796,0.03,3.905e-6,-1.438,-0.026,2.751e4,4147.199,11.829,0.206,209.965,156.822,2.615,0.417,2.452e7,2827.9,131.957,0.358,0.358,0.197,0.018,0.143,0.005,0.013,-1.074e-4,0,0,0,0,-5.645e-5,0.017,20.32,324.293,83.968,0.008,0.1,10.602,934.877,337.724,0.05,0.122,NaN
1.751,117.7,144.298,86.923,145.089,87.551,11.671,4.253e-4,11.671,0.002,15.127,10.467,36,-86,9.796,0.069,-5.264e-7,-1.014,-0.004,2.744e4,4081.449,11.78,0.206,209.955,156.62,2.625,0.43,2.527e7,2810.567,140.85,0.36,0.36,0.197,0.019,0.144,0.011,0.029,3.945e-4,0,0,0,0,-2.642e-5,0.017,20.32,324.293,83.906,0.007,0.1,10.556,934.083,337.696,0.05,0.124,NaN
1.801,125.023,148.61,86.183,149.432,86.818,12.44,4.929e-4,12.44,0.002,15.65,10.479,36,-86,9.796,0.078,-2.336e-6,-0.358,0.002,2.738e4,4015.79,11.731,0.206,209.987,156.417,2.636,0.443,2.601e7,2793.228,150.006,0.361,0.361,0.197,0.019,0.145,0.013,0.034,-3.621e-6,0,0,0,0,-3.104e-6,0.018,20.32,324.293,83.871,0.005,0.1,10.508,933.265,337.667,0.05,0.125,NaN
1.851,132.56,152.868,85.09,153.72,85.713,13.236,5.656e-4,13.236,0.002,16.168,10.314,36,-86,9.796,0.054,-1.12e-6,0.261,-0.011,2.731e4,3953.701,11.685,0.206,210.067,156.224,2.65,0.455,2.674e7,2766.45,159.381,0.363,0.363,0.197,0.02,0.147,0.009,0.023,-3.368e-4,0,0,0,0,1.559e-6,0.018,20.32,324.293,83.871,0.003,0.1,10.459,932.423,337.637,0.05,0.127,NaN
1.901,140.308,157.055,83.685,157.937,84.282,14.057,6.425e-4,14.057,0.003,16.673,10.011,36,-86,9.796,0.01,5.627e-6,0.584,-0.015,2.725e4,3891.613,11.638,0.206,210.177,156.03,2.665,0.468,2.746e7,2731.117,168.933,0.365,0.365,0.196,0.02,0.148,0.002,0.005,-3.539e-4,0,0,0,0,7.403e-6,0.019,20.32,324.293,83.895,0.004,0.1,10.409,931.557,337.607,0.05,0.128,NaN
1.951,148.264,161.172,82.269,162.083,82.837,14.903,7.233e-4,14.903,0.003,17.161,9.685,36,-86,9.796,0.034,1.218e-6,-0.44,-0.005,2.719e4,3829.524,11.591,0.205,210.19,155.836,2.675,0.48,2.816e7,2695.783,178.651,0.367,0.367,0.196,0.021,0.15,0.006,0.014,-4.943e-5,0,0,0,0,-3.977e-6,0.019,20.32,324.293,83.923,0.006,0.1,10.357,930.668,337.575,0.05,0.128,NaN
2.001,156.424,165.217,80.833,166.155,81.382,15.773,8.104e-4,15.773,0.003,17.635,9.438,36,-86,9.796,0.058,0,0.105,-0.007,2.713e4,3767.436,11.544,0.205,210.205,155.64,2.685,0.492,2.885e7,2660.45,188.521,0.369,0.369,0.196,0.021,0.152,0.009,0.026,-1.641e-4,0,0,0,0,2.173e-7,0.02,20.32,324.293,83.933,0.008,0.1,10.304,929.756,337.543,0.05,0.129,NaN
2.051,164.784,169.19,79.369,170.155,79.916,16.666,9.058e-4,16.666,0.003,18.1,9.337,36,-86,9.796,0.049,-1.853e-6,0.767,-0.006,2.707e4,3705.347,11.496,0.205,210.267,155.444,2.698,0.504,2.953e7,2625.117,198.528,0.37,0.37,0.196,0.022,0.153,0.008,0.022,9.912e-5,0,0,0,0,1.099e-5,0.02,20.32,324.293,83.91,0.009,0.1,10.25,928.822,337.51,0.05,0.13,NaN
2.101,173.341,173.089,77.879,174.081,78.441,17.583,0.001,17.583,0.003,18.564,9.367,36,-86,9.796,0.013,8.412e-6,1.15,-0.032,2.7e4,3643.385,11.449,0.205,210.369,155.247,2.713,0.516,3.019e7,2589.783,208.661,0.372,0.372,0.195,0.022,0.155,0.002,0.006,1.473e-4,0,0,0,0,2.359e-5,0.021,20.32,324.293,83.858,0.009,0.1,10.194,927.866,337.477,0.05,0.131,NaN
2.151,182.091,176.91,76.32,177.931,76.9,18.522,0.001,18.522,0.003,19.03,9.429,36,-86,9.796,0.027,-4.221e-6,-1.067,0.007,2.695e4,3586.349,11.405,0.205,210.406,155.065,2.724,0.527,3.083e7,2553.4,218.902,0.374,0.374,0.195,0.023,0.156,0.004,0.012,1.128e-4,0,0,0,0,-1.945e-5,0.021,20.32,324.293,83.799,0.008,0.1,10.137,926.889,337.442,0.05,0.132,NaN
2.201,191.03,180.652,74.725,181.701,75.314,19.486,0.001,19.486,0.004,19.499,9.398,36,-86,9.796,0.047,4.02e-6,-0.509,-0.001,2.689e4,3529.313,11.361,0.205,210.436,154.882,2.734,0.539,3.146e7,2516.067,229.229,0.376,0.376,0.195,0.023,0.158,0.008,0.021,-4.85e-4,0,0,0,0,-4.239e-6,0.022,20.32,324.293,83.758,0.01,0.1,10.079,925.89,337.407,0.05,0.133,NaN
2.251,200.154,184.314,73.139,185.391,73.715,20.472,0.001,20.472,0.004,19.961,9.201,36,-86,9.796,0.036,7.86e-7,0.129,0.003,2.683e4,3472.277,11.316,0.205,210.514,154.698,2.747,0.55,3.208e7,2478.733,239.626,0.378,0.378,0.195,0.024,0.159,0.006,0.016,2.218e-4,0,0,0,0,2.616e-7,0.022,20.32,324.293,83.751,0.013,0.1,10.02,924.871,337.371,0.05,0.134,NaN
2.301,209.459,187.897,71.558,189.002,72.106,21.481,0.002,21.481,0.004,20.409,8.873,36,-86,9.796,0.003,1.054e-6,0.431,0.031,2.678e4,3415.241,11.272,0.205,210.627,154.514,2.761,0.56,3.268e7,2441.4,250.082,0.38,0.38,0.194,0.024,0.161,4.5e-4,0.001,-2.839e-4,0,0,0,0,2.816e-6,0.022,20.32,324.293,83.769,0.011,0.1,9.959,923.831,337.334,0.05,0.136,NaN
2.351,218.942,191.4,69.969,192.531,70.488,22.513,0.002,22.513,0.004,20.84,8.54,36,-86,9.796,0.029,4.626e-7,-0.215,-0.002,2.672e4,3358.205,11.227,0.205,210.656,154.328,2.772,0.571,3.327e7,2404.067,260.581,0.382,0.382,0.194,0.025,0.162,0.005,0.013,-7.99e-5,0,0,0,0,-6.77e-7,0.023,20.32,324.293,83.788,0.012,0.1,9.898,922.772,337.297,0.05,0.137,NaN
2.401,228.598,194.824,68.359,195.98,68.864,23.565,0.002,23.565,0.005,21.256,8.329,36,-86,9.796,0.037,3.46e-6,0.388,0.003,2.666e4,3301.282,11.182,0.205,210.713,154.143,2.784,0.581,3.384e7,2366.736,271.105,0.384,0.384,0.194,0.026,0.164,0.006,0.017,8.141e-5,0,0,0,0,2.119e-6,0.023,20.32,324.293,83.784,0.012,0.1,9.835,921.693,337.259,0.05,0.139,NaN
2.451,238.423,198.175,66.896,199.356,67.409,24.638,0.002,24.638,0.005,21.668,8.303,36,-86,9.796,0.017,-2.365e-6,0.88,-0.02,2.661e4,3248.776,11.141,0.205,210.813,153.971,2.797,0.591,3.439e7,2334.388,281.667,0.386,0.386,0.194,0.026,0.165,0.003,0.007,4.758e-4,0,0,0,0,1.054e-5,0.024,20.32,324.293,83.749,0.013,0.1,9.771,920.595,337.22,0.05,0.139,NaN
2.501,248.414,201.461,65.585,202.668,66.117,25.732,0.002,25.732,0.005,22.082,8.367,36,-86,9.796,0.015,5.614e-6,-0.87,-0.039,2.656e4,3196.271,11.099,0.205,210.887,153.798,2.81,0.601,3.493e7,2306.554,292.285,0.387,0.387,0.194,0.027,0.167,0.002,0.007,-7.073e-5,0,0,0,0,-9.958e-6,0.024,20.32,324.293,83.7,0.012,0.1,9.706,919.479,337.181,0.05,0.14,NaN
2.551,258.567,204.682,64.277,205.915,64.817,26.846,0.002,26.846,0.005,22.498,8.345,36,-86,9.796,0.031,2.356e-6,-0.43,-0.016,2.65e4,3143.766,11.058,0.205,210.938,153.625,2.821,0.611,3.547e7,2278.721,302.954,0.389,0.389,0.193,0.028,0.168,0.005,0.014,4.141e-4,0,0,0,0,-2.361e-6,0.024,20.32,324.293,83.666,0.008,0.1,9.64,918.344,337.141,0.05,0.142,NaN
2.601,268.88,207.837,62.981,209.096,63.507,27.982,0.003,27.982,0.005,22.909,8.157,36,-86,9.796,0.02,1.967e-6,0.132,-0.012,2.645e4,3091.261,11.016,0.205,211.028,153.451,2.834,0.62,3.598e7,2250.888,313.652,0.391,0.391,0.193,0.028,0.17,0.003,0.009,2.227e-4,0,0,0,0,2.164e-7,0.025,20.32,324.293,83.662,0.003,0.1,9.573,917.192,337.1,0.05,0.143,NaN
2.651,279.349,210.928,61.691,212.211,62.19,29.137,0.003,29.137,0.006,23.307,7.861,36,-86,9.796,0.007,-3.661e-7,-0.251,-0.02,2.64e4,3038.756,10.974,0.205,211.121,153.276,2.847,0.63,3.649e7,2223.054,324.368,0.393,0.393,0.193,0.029,0.172,0.001,0.004,4.729e-4,0,0,0,0,-7.537e-7,0.025,20.32,324.293,83.676,0.004,0.1,9.505,916.023,337.059,0.05,0.144,NaN
2.701,289.971,213.953,60.384,215.261,60.863,30.312,0.003,30.312,0.006,23.69,7.616,36,-86,9.796,0.024,-1.513e-6,0.1,-0.02,2.635e4,2986.906,10.932,0.204,211.173,153.103,2.858,0.639,3.698e7,2195.117,335.091,0.395,0.395,0.193,0.03,0.173,0.004,0.012,-5.117e-5,0,0,0,0,1.169e-7,0.025,20.32,324.293,83.683,0.012,0.1,9.436,914.836,337.017,0.05,0.145,NaN
2.751,300.735,216.583,52.427,217.911,52.866,31.505,0.003,31.505,0.006,24.027,6.793,36,-86,9.796,0.017,1.865e-6,0.628,-0.052,2.632e4,2960.636,10.911,0.204,211.251,153.015,2.866,0.647,3.74e7,1992.185,344.56,0.397,0.397,0.192,0.03,0.174,0.003,0.008,-4.689e-4,0,0,0,0,4.494e-6,0.026,20.32,324.293,83.662,0.021,0.1,9.366,913.633,336.975,0.05,0.146,NaN
2.801,311.612,218.516,38.541,219.862,38.919,32.713,0.004,32.713,0.006,24.294,5.409,36,-86,9.796,0.006,-3.319e-6,-0.745,-0.132,2.629e4,2934.366,10.89,0.204,211.318,152.927,2.874,0.653,3.771e7,1630.634,351.559,0.399,0.399,0.192,0.031,0.175,0.001,0.003,-2.795e-4,0,0,0,0,-6.201e-6,0.026,20.32,324.293,83.623,0.022,0.1,9.295,912.418,336.932,0.05,0.147,NaN
2.851,322.569,219.756,24.732,221.116,25.049,33.933,0.004,33.933,0.006,24.492,3.969,36,-86,9.795,0.021,-3.329e-6,-0.392,-0.024,2.627e4,2908.096,10.868,0.204,211.331,152.839,2.879,0.656,3.789e7,1269.082,355.986,0.399,0.399,0.192,0.031,0.176,0.003,0.01,9.12e-6,0,0,0,0,-1.697e-6,0.026,20.32,324.293,83.591,0.015,0.1,9.224,911.194,336.889,0.05,0.148,NaN
2.901,333.571,220.307,11.011,221.678,11.269,35.16,0.004,35.16,0.007,24.614,2.395,36,-86,9.795,0.014,-4.221e-6,0.046,0.005,2.624e4,2881.826,10.847,0.204,211.356,152.75,2.884,0.658,3.795e7,907.53,357.772,0.4,0.4,0.192,0.031,0.176,0.002,0.007,1.017e-4,0,0,0,0,2.286e-8,0.026,20.32,324.293,83.584,0.007,0.1,9.153,909.965,336.845,0.05,0.149,NaN
2.951,344.583,220.174,-2.627,221.55,2.73,36.392,0.004,36.392,0.007,24.654,0.741,36,-86,9.795,0.007,-1.796e-6,-0.12,-0.005,2.622e4,2855.556,10.826,0.204,211.364,152.661,2.889,0.658,3.789e7,545.978,356.907,0.4,0.4,0.192,0.031,0.176,0.001,0.003,2.431e-4,0,0,0,0,-1.587e-7,0.026,20.32,324.293,83.593,0.006,0.1,9.081,908.734,336.802,0.05,0.151,NaN
3,355.297,219.387,-16.08,220.764,16.101,37.593,0.005,37.593,0.007,24.613,0.837,36,-86,9.795,0.018,2.509e-6,0.172,-0.015,2.62e4,2835,10.809,0.204,211.327,152.592,2.891,0.656,3.773e7,187.645,353.53,0.399,0.399,0.192,0.031,0.176,0.003,0.009,1.543e-4,0,0,0,0,3.297e-7,0.026,20.32,324.293,83.594,0.013,0.1,9.011,907.537,336.76,0.049,0.152,NaN
3.05,366.238,218.232,-23.021,219.607,23.076,38.822,0.005,38.822,0.007,24.532,1.582,36,-86,9.795,0.012,-1.268e-6,0.578,-0.057,2.62e4,2835,10.809,0.204,211.307,152.592,2.89,0.652,3.749e7,0,348.766,0.398,0.398,0.192,0.031,0.175,0.002,0.005,3.308e-4,0,0,0,0,3.747e-6,0.026,20.32,324.293,83.573,0.021,0.1,8.94,906.315,336.717,0.05,0.156,NaN
3.1,377.12,217.085,-22.854,218.458,22.902,40.046,0.005,40.046,0.007,24.456,1.47,36,-86,9.795,0.006,-9.327e-6,-0.601,-0.047,2.62e4,2835,10.809,0.204,211.286,152.592,2.888,0.649,3.726e7,0,344.091,0.398,0.398,0.192,0.031,0.175,0.001,0.003,-2.914e-4,0,0,0,0,-4.087e-6,0.026,20.32,324.293,83.54,0.022,0.1,8.87,905.099,336.674,0.05,0.157,NaN
3.15,387.946,215.947,-22.686,217.319,22.729,41.267,0.005,41.267,0.008,24.385,1.4,36,-86,9.795,0.017,1.294e-6,-0.365,-0.036,2.62e4,2835,10.809,0.204,211.242,152.592,2.886,0.646,3.704e7,0,339.506,0.397,0.397,0.192,0.03,0.174,0.003,0.008,-4.98e-5,0,0,0,0,-1.527e-6,0.026,20.32,324.293,83.513,0.016,0.1,8.799,903.89,336.631,0.05,0.158,NaN
3.2,398.715,214.817,-22.511,216.188,22.556,42.485,0.006,42.485,0.008,24.315,1.416,36,-86,9.795,0.01,-3.613e-6,-0.049,0.008,2.62e4,2835,10.809,0.204,211.223,152.592,2.885,0.642,3.681e7,0,335,0.396,0.396,0.192,0.03,0.174,0.002,0.005,-1.443e-4,0,0,0,0,-2.771e-8,0.026,20.32,324.293,83.504,0.007,0.1,8.729,902.686,336.589,0.05,0.158,NaN
3.25,409.428,213.696,-22.334,215.066,22.383,43.699,0.006,43.699,0.008,24.243,1.476,36,-86,9.795,0.005,-1.118e-6,-0.032,-0.008,2.62e4,2835,10.809,0.204,211.204,152.592,2.884,0.639,3.659e7,0,330.571,0.395,0.395,0.193,0.03,0.173,7.668e-4,0.002,-3.484e-4,0,0,0,0,-1.199e-8,0.025,20.32,324.293,83.507,0.007,0.1,8.66,901.489,336.547,0.05,0.16,NaN
3.3,420.085,212.583,-22.163,213.952,22.214,44.909,0.006,44.909,0.008,24.167,1.514,36,-86,9.795,0.015,0,0.216,-0.047,2.62e4,2835,10.809,0.204,211.161,152.592,2.882,0.636,3.637e7,0,326.219,0.395,0.395,0.193,0.03,0.173,0.003,0.007,1.63e-4,0,0,0,0,5.52e-7,0.025,20.32,324.293,83.504,0.015,0.1,8.59,900.299,336.505,0.05,0.161,NaN
3.35,430.686,211.479,-22.003,212.847,22.052,46.115,0.007,46.115,0.008,24.092,1.47,36,-85.999,9.795,0.01,-3.454e-6,0.479,-0.054,2.62e4,2835,10.809,0.204,211.142,152.592,2.881,0.633,3.615e7,0,321.941,0.394,0.394,0.193,0.029,0.172,0.002,0.005,1.213e-4,0,0,0,0,2.738e-6,0.025,20.32,324.293,83.485,0.024,0.1,8.521,899.114,336.463,0.05,0.162,NaN
3.4,441.233,210.383,-21.851,211.75,21.895,47.318,0.007,47.318,0.009,24.02,1.389,36,-85.999,9.795,0.004,-4.418e-6,-0.584,-0.132,2.62e4,2835,10.809,0.204,211.125,152.592,2.881,0.629,3.593e7,0,317.748,0.393,0.393,0.193,0.029,0.172,6.141e-4,0.002,1.124e-4,0,0,0,0,-4.119e-6,0.025,20.32,324.293,83.455,0.023,0.1,8.453,897.975,336.421,0.05,0.163,NaN
3.45,451.725,209.294,-21.7,210.66,21.741,48.517,0.007,48.517,0.009,23.953,1.328,36,-85.999,9.795,0.013,-5.816e-6,-0.376,6.444e-4,2.62e4,2835,10.809,0.204,211.085,152.592,2.879,0.626,3.572e7,0,313.631,0.393,0.393,0.193,0.029,0.171,0.002,0.007,-8.102e-5,0,0,0,0,-1.719e-6,0.025,20.32,324.293,83.429,0.016,0.1,8.385,896.859,336.38,0.05,0.164,NaN
3.5,462.163,208.213,-21.544,209.579,21.585,49.713,0.008,49.713,0.009,23.887,1.331,36,-85.999,9.795,0.01,-2.848e-6,-0.143,0.014,2.62e4,2835,10.809,0.204,211.065,152.592,2.878,0.623,3.551e7,0,309.582,0.392,0.392,0.193,0.029,0.17,0.002,0.005,2.607e-4,0,0,0,0,-2.517e-7,0.025,20.32,324.293,83.417,0.012,0.1,8.317,895.749,336.339,0.05,0.165,NaN
3.55,472.546,207.14,-21.386,208.505,21.43,50.906,0.008,50.906,0.009,23.82,1.37,36,-85.999,9.795,0.002,-1e-6,0.054,0.005,2.62e4,2835,10.809,0.204,211.052,152.592,2.877,0.62,3.529e7,0,305.6,0.391,0.391,0.193,0.028,0.17,2.528e-4,7.705e-4,1.865e-4,0,0,0,0,3.634e-8,0.025,20.32,324.293,83.415,0.013,0.1,8.249,894.644,336.298,0.05,0.166,NaN
3.6,482.877,206.074,-21.232,207.438,21.278,52.095,0.008,52.095,0.009,23.75,1.4,36,-85.999,9.795,0.011,-2.586e-6,0.173,-0.038,2.62e4,2835,10.809,0.204,211.014,152.592,2.875,0.617,3.509e7,0,301.683,0.391,0.391,0.193,0.028,0.169,0.002,0.005,-3.772e-4,0,0,0,0,3.747e-7,0.025,20.32,324.293,83.411,0.018,0.1,8.182,893.545,336.257,0.05,0.166,NaN
3.65,493.154,205.016,-21.086,206.379,21.131,53.281,0.009,53.281,0.009,23.68,1.38,36,-85.999,9.795,0.01,-5.517e-6,0.42,-0.05,2.62e4,2835,10.809,0.204,210.991,152.592,2.874,0.614,3.488e7,0,297.828,0.39,0.39,0.193,0.028,0.169,0.002,0.005,-1.692e-4,0,0,0,0,2.243e-6,0.024,20.32,324.293,83.395,0.024,0.1,8.115,892.452,336.217,0.05,0.167,NaN
3.7,503.378,203.965,-20.947,205.328,20.989,54.463,0.009,54.463,0.01,23.612,1.322,36,-85.999,9.795,7.846e-4,-2.005e-6,0.318,-0.441,2.62e4,2835,10.809,0.204,210.981,152.592,2.873,0.611,3.467e7,0,294.036,0.389,0.389,0.193,0.028,0.169,1.306e-4,6.359e-4,-2.217e-4,0,0,0,0,1.299e-6,0.024,20.32,324.293,83.369,0.024,0.1,8.049,891.364,336.177,0.05,0.168,NaN
3.75,513.55,202.921,-20.811,204.283,20.849,55.642,0.009,55.642,0.01,23.548,1.265,36,-85.999,9.795,0.009,-1.002e-5,-0.456,0.028,2.62e4,2835,10.809,0.204,210.945,152.592,2.872,0.608,3.447e7,0,290.304,0.389,0.389,0.193,0.027,0.168,0.002,0.005,-3.218e-4,0,0,0,0,-2.689e-6,0.024,20.32,324.293,83.343,0.017,0.1,7.983,890.282,336.136,0.05,0.169,NaN
3.8,523.671,201.884,-20.671,203.246,20.709,56.818,0.01,56.818,0.01,23.485,1.247,36,-85.999,9.795,0.011,-5.212e-6,-0.221,0.033,2.62e4,2835,10.809,0.204,210.921,152.592,2.871,0.605,3.427e7,0,286.631,0.388,0.388,0.193,0.027,0.168,0.002,0.005,1.994e-4,0,0,0,0,-6.411e-7,0.024,20.32,324.293,83.326,0.013,0.1,7.917,889.206,336.097,0.05,0.17,NaN
3.85,533.739,200.854,-20.53,202.215,20.569,57.991,0.01,57.991,0.01,23.423,1.269,36,-85.999,9.795,0.003,-2.459e-6,-0.106,0.027,2.62e4,2835,10.809,0.204,210.91,152.592,2.87,0.602,3.407e7,0,283.016,0.388,0.388,0.193,0.027,0.167,4.318e-4,0.002,1.02e-4,0,0,0,0,-1.482e-7,0.024,20.32,324.293,83.318,0.014,0.1,7.852,888.135,336.057,0.05,0.171,NaN
3.9,543.756,199.831,-20.39,201.192,20.431,59.16,0.011,59.16,0.01,23.358,1.299,36,-85.999,9.795,0.007,-3.385e-6,0.164,-0.025,2.62e4,2835,10.809,0.204,210.881,152.592,2.869,0.599,3.387e7,0,279.459,0.387,0.387,0.194,0.027,0.167,0.001,0.003,3.027e-4,0,0,0,0,3.585e-7,0.024,20.32,324.293,83.313,0.02,0.1,7.786,887.069,336.018,0.05,0.172,NaN
3.95,553.722,198.815,-20.255,200.175,20.297,60.327,0.011,60.327,0.01,23.293,1.297,36,-85.999,9.795,0.01,2.07e-6,0.323,-0.029,2.62e4,2835,10.809,0.204,210.856,152.592,2.867,0.596,3.367e7,0,275.958,0.386,0.386,0.194,0.027,0.166,0.002,0.005,-3.772e-4,0,0,0,0,1.412e-6,0.024,20.32,324.293,83.3,0.026,0.1,7.722,886.009,335.978,0.05,0.173,NaN
4,563.638,197.806,-20.126,199.165,20.166,61.49,0.011,61.49,0.011,23.229,1.264,36,-85.999,9.795,0.005,2.894e-7,0.461,-0.057,2.62e4,2835,10.809,0.204,210.841,152.592,2.867,0.593,3.347e7,0,272.512,0.386,0.386,0.194,0.026,0.166,8.656e-4,0.002,-2.768e-4,0,0,0,0,2.902e-6,0.024,20.32,324.293,83.279,0.025,0.1,7.657,884.954,335.939,0.05,0.173,NaN
4.05,573.503,196.803,-20.002,198.162,20.039,62.65,0.012,62.65,0.011,23.167,1.214,36,-85.999,9.795,0.004,-1.908e-6,-0.502,-0.013,2.62e4,2835,10.809,0.204,210.823,152.592,2.866,0.59,3.328e7,0,269.118,0.385,0.385,0.194,0.026,0.165,5.927e-4,0.001,-1.904e-5,0,0,0,0,-3.466e-6,0.023,20.32,324.293,83.254,0.019,0.1,7.593,883.905,335.9,0.05,0.174,NaN
4.1,583.318,195.806,-19.877,197.164,19.912,63.807,0.012,63.807,0.011,23.107,1.179,36,-85.999,9.795,0.009,-3.568e-6,-0.386,0.024,2.62e4,2835,10.809,0.204,210.794,152.592,2.864,0.587,3.309e7,0,265.775,0.385,0.385,0.194,0.026,0.165,0.002,0.004,3.103e-4,0,0,0,0,-2.074e-6,0.023,20.32,324.293,83.231,0.012,0.1,7.529,882.861,335.862,0.05,0.175,NaN
4.15,593.084,194.815,-19.751,196.174,19.786,64.96,0.013,64.96,0.011,23.049,1.175,36,-85.999,9.795,0.007,-3.302e-6,-0.236,0.043,2.62e4,2835,10.809,0.204,210.777,152.592,2.863,0.584,3.29e7,0,262.484,0.384,0.384,0.194,0.026,0.164,0.001,0.003,1.824e-4,0,0,0,0,-7.852e-7,0.023,20.32,324.293,83.216,0.009,0.1,7.466,881.822,335.823,0.05,0.176,NaN
4.2,602.8,193.831,-19.624,195.189,19.661,66.111,0.013,66.111,0.011,22.99,1.194,36,-85.999,9.795,6.578e-4,-1.82e-6,0.031,0.151,2.62e4,2835,10.809,0.204,210.767,152.592,2.863,0.581,3.271e7,0,259.241,0.384,0.384,0.194,0.026,0.164,1.091e-4,3.336e-4,3.479e-4,0,0,0,0,1.363e-8,0.023,20.32,324.293,83.207,0.014,0.1,7.403,880.789,335.785,0.05,0.177,NaN
4.25,612.467,192.852,-19.499,194.211,19.537,67.259,0.013,67.259,0.011,22.929,1.213,36,-85.999,9.795,0.008,-2.486e-6,0.241,-0.03,2.62e4,2835,10.809,0.204,210.737,152.592,2.861,0.578,3.252e7,0,256.047,0.383,0.383,0.194,0.026,0.164,0.001,0.004,1.636e-5,0,0,0,0,8.343e-7,0.023,20.32,324.293,83.199,0.022,0.1,7.34,879.76,335.747,0.05,0.178,NaN
4.3,622.085,191.881,-19.379,193.238,19.417,68.404,0.014,68.404,0.011,22.868,1.205,36,-85.999,9.795,0.009,0,0.393,-0.04,2.62e4,2835,10.809,0.204,210.717,152.592,2.86,0.576,3.233e7,0,252.9,0.383,0.383,0.194,0.025,0.163,0.001,0.004,4.957e-4,0,0,0,0,2.233e-6,0.023,20.32,324.293,83.183,0.027,0.1,7.277,878.737,335.709,0.05,0.179,NaN
4.35,631.655,190.914,-19.264,192.272,19.3,69.546,0.014,69.546,0.012,22.809,1.17,36,-85.999,9.795,0.003,-2.754e-6,0.462,-0.125,2.62e4,2835,10.809,0.204,210.706,152.592,2.86,0.573,3.214e7,0,249.8,0.382,0.382,0.194,0.025,0.163,4.954e-4,0.002,-4.536e-4,0,0,0,0,3.116e-6,0.023,20.32,324.293,83.161,0.029,0.1,7.215,877.719,335.671,0.05,0.18,NaN
4.4,641.177,189.954,-19.151,191.312,19.185,70.685,0.014,70.685,0.012,22.751,1.132,36,-85.999,9.795,0.004,1.339e-6,-0.454,-0.093,2.62e4,2835,10.809,0.204,210.687,152.592,2.859,0.57,3.196e7,0,246.745,0.382,0.382,0.194,0.025,0.162,6.858e-4,0.002,-4.599e-5,0,0,0,0,-3.043e-6,0.023,20.32,324.293,83.136,0.024,0.1,7.153,876.707,335.634,0.05,0.18,NaN
