# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
20.94,9661.614,362.539,-21.932,362.539,21.932,3.916,0.085,3.917,1.238,0.309,0.032,28.61,-80.6,9.763,0.002,-1.013e-6,0.01,-6.486e-4,4.306e4,3.79,47.962,0.408,305.921,260.744,2.223,1.199,4.081e7,0,524.071,0.571,0.571,0.18,0.208,0.183,3.615e-4,3.996e-4,-3.865e-4,0,0,0,0,0,0.046,20.32,324.293,89.969,178.627,0.1,-47.8,278.489,302.332,0.05,0.524
20.99,9679.714,361.443,-21.888,361.443,21.888,3.9,0.085,3.901,1.246,0.31,0.033,28.61,-80.6,9.763,0.002,-1.061e-6,0.014,-3.125e-4,4.306e4,3.79,47.962,0.408,305.82,260.744,2.218,1.196,4.061e7,0,522.175,0.574,0.574,0.18,0.21,0.184,2.978e-4,0.001,1.574e-4,0,0,0,0,0,0.046,20.32,324.293,89.968,178.932,0.1,-47.918,277.734,302.261,0.05,0.525
21.04,9697.759,360.35,-21.844,360.35,21.844,3.885,0.085,3.886,1.254,0.312,0.035,28.61,-80.6,9.762,0.001,-1.044e-6,0.024,0.002,4.306e4,3.79,47.962,0.408,306.029,260.744,2.229,1.192,4.042e7,0,520.269,0.576,0.576,0.18,0.212,0.184,1.965e-4,2.05e-4,-1.804e-4,0,0,0,0,1.03e-8,0.046,20.32,324.293,89.967,178.994,0.1,-48.035,276.98,302.189,0.05,0.526
21.09,9715.749,359.259,-21.799,359.259,21.799,3.869,0.085,3.87,1.262,0.314,0.038,28.61,-80.6,9.762,1.249e-4,-1.075e-6,0,0,4.306e4,3.79,47.962,0.408,304.35,260.744,2.146,1.189,4.022e7,0,518.354,0.579,0.579,0.181,0.214,0.185,2.291e-5,2.388e-4,1.286e-4,0,0,0,0,0,0.046,20.32,324.293,89.966,178.995,0.1,-48.152,276.229,302.119,0.05,0.526
21.14,9733.685,358.17,-21.755,358.17,21.755,3.853,0.085,3.854,1.27,0.316,0.041,28.61,-80.6,9.762,7.307e-4,-1.058e-6,-0.031,5.576e-4,4.306e4,3.79,47.962,0.408,306.354,260.744,2.245,1.186,4.003e7,0,516.431,0.582,0.582,0.181,0.216,0.185,1.44e-4,2.266e-4,2.557e-4,0,0,0,0,-1.847e-8,0.046,20.32,324.293,89.965,179.041,0.1,-48.269,275.48,302.048,0.05,0.527
21.19,9751.566,357.083,-21.71,357.084,21.71,3.838,0.086,3.838,1.278,0.318,0.044,28.61,-80.6,9.762,0.002,-1.125e-6,-0.024,0.006,4.306e4,3.79,47.962,0.408,306.363,260.744,2.245,1.182,3.984e7,0,514.499,0.584,0.584,0.181,0.218,0.186,2.994e-4,7.647e-4,-1.895e-4,0,0,0,0,-1.087e-8,0.046,20.32,324.293,89.963,178.922,0.1,-48.385,274.734,301.977,0.05,0.528
21.24,9769.393,355.999,-21.664,355.999,21.664,3.822,0.086,3.823,1.286,0.32,0.045,28.61,-80.6,9.762,0.002,-1.031e-6,-0.015,2.134e-4,4.306e4,3.79,47.962,0.408,306.101,260.744,2.232,1.179,3.964e7,0,512.524,0.587,0.587,0.181,0.219,0.186,3.709e-4,4.116e-4,-4.745e-5,0,0,0,0,0,0.046,20.32,324.293,89.963,178.852,0.1,-48.501,273.99,301.907,0.05,0.529
21.29,9787.166,354.917,-21.615,354.917,21.615,3.806,0.086,3.806,1.294,0.323,0.045,28.61,-80.6,9.762,0.002,-1.04e-6,8.099e-4,0.005,4.306e4,3.79,47.962,0.408,306.479,260.744,2.251,1.176,3.945e7,0,510.436,0.589,0.589,0.181,0.221,0.187,3.787e-4,4.245e-4,2.46e-4,0,0,0,0,0,0.045,20.32,324.293,89.962,178.904,0.1,-48.617,273.248,301.837,0.05,0.529
21.34,9804.885,353.838,-21.567,353.838,21.567,3.789,0.086,3.79,1.303,0.325,0.043,28.61,-80.6,9.762,0.001,-1.039e-6,0.008,0.003,4.306e4,3.79,47.962,0.408,306.247,260.744,2.239,1.173,3.926e7,0,508.344,0.592,0.592,0.182,0.223,0.187,2.756e-4,6.208e-4,-6.762e-5,0,0,0,0,0,0.045,20.32,324.293,89.962,178.904,0.1,-48.732,272.508,301.767,0.05,0.53
21.39,9822.55,352.76,-21.518,352.761,21.518,3.773,0.086,3.774,1.311,0.327,0.04,28.61,-80.6,9.762,6.614e-4,-1.022e-6,0.014,-2.529e-4,4.306e4,3.79,47.962,0.408,306.612,260.744,2.257,1.169,3.907e7,0,506.247,0.594,0.594,0.182,0.225,0.188,1.321e-4,-1.932e-4,-4.53e-4,0,0,0,0,0,0.045,20.32,324.293,89.963,178.988,0.1,-48.847,271.771,301.698,0.05,0.531
21.44,9840.161,351.686,-21.469,351.686,21.469,3.757,0.087,3.758,1.32,0.329,0.036,28.61,-80.6,9.762,2.538e-4,-1.043e-6,-0.011,0.002,4.306e4,3.79,47.962,0.408,306.103,260.744,2.232,1.166,3.888e7,0,504.145,0.597,0.597,0.182,0.226,0.188,4.979e-5,1.408e-4,5.623e-5,0,0,0,0,0,0.045,20.32,324.293,89.963,179.035,0.1,-48.961,271.035,301.629,0.05,0.531
21.49,9857.718,350.614,-21.42,350.614,21.42,3.74,0.087,3.741,1.328,0.33,0.034,28.61,-80.6,9.762,9.204e-4,-1.035e-6,-0.003,-0.004,4.306e4,3.79,47.962,0.408,305.458,260.744,2.2,1.163,3.869e7,0,502.04,0.599,0.599,0.182,0.228,0.189,1.765e-4,-7.246e-5,-6.096e-5,0,0,0,0,0,0.045,20.32,324.293,89.963,179.032,0.1,-49.075,270.302,301.559,0.05,0.532
21.54,9875.222,349.544,-21.37,349.544,21.37,3.724,0.087,3.725,1.337,0.332,0.032,28.61,-80.6,9.762,0.001,-1.041e-6,-0.002,-0.002,4.306e4,3.79,47.962,0.408,305.872,260.744,2.221,1.159,3.85e7,0,499.884,0.602,0.602,0.182,0.23,0.19,2.762e-4,0.001,-1.088e-4,0,0,0,0,0,0.045,20.32,324.293,89.964,179.03,0.1,-49.189,269.572,301.49,0.05,0.532
21.59,9892.673,348.477,-21.315,348.477,21.315,3.707,0.087,3.708,1.346,0.334,0.031,28.61,-80.6,9.762,0.002,-1.019e-6,0.011,0.002,4.306e4,3.79,47.962,0.408,306.124,260.744,2.233,1.156,3.832e7,0,497.524,0.604,0.604,0.183,0.231,0.19,3.399e-4,6.648e-4,7.572e-5,0,0,0,0,0,0.045,20.32,324.293,89.963,179.116,0.1,-49.302,268.843,301.422,0.05,0.533
21.64,9910.07,347.412,-21.26,347.412,21.26,3.69,0.087,3.691,1.355,0.335,0.031,28.61,-80.6,9.762,0.002,-1.08e-6,0.016,-0.001,4.306e4,3.79,47.962,0.408,305.799,260.744,2.217,1.153,3.813e7,0,495.165,0.606,0.606,0.183,0.233,0.191,3.014e-4,8.833e-4,9.694e-5,0,0,0,0,5.403e-9,0.044,20.32,324.293,89.963,179.186,0.1,-49.415,268.117,301.353,0.05,0.534
21.69,9927.414,346.351,-21.206,346.351,21.206,3.673,0.087,3.674,1.364,0.337,0.033,28.61,-80.6,9.762,8.821e-4,-1.006e-6,0.019,-7.944e-5,4.306e4,3.79,47.962,0.408,306.318,260.744,2.243,1.15,3.794e7,0,492.808,0.608,0.608,0.183,0.234,0.191,1.751e-4,6.865e-4,1.228e-4,0,0,0,0,7.221e-9,0.044,20.32,324.293,89.962,179.132,0.1,-49.528,267.393,301.285,0.05,0.534
21.74,9944.705,345.292,-21.151,345.292,21.151,3.657,0.088,3.658,1.373,0.339,0.036,28.61,-80.6,9.762,8.859e-5,-1.051e-6,0,0,4.306e4,3.79,47.962,0.408,307.645,260.744,2.308,1.146,3.776e7,0,490.453,0.61,0.61,0.183,0.236,0.192,1.85e-5,3.308e-4,-1.68e-4,0,0,0,0,0,0.044,20.32,324.293,89.961,179.194,0.1,-49.641,266.671,301.217,0.05,0.535
21.79,9961.943,344.236,-21.096,344.236,21.096,3.64,0.088,3.641,1.383,0.34,0.039,28.61,-80.6,9.762,7.424e-4,-1.066e-6,-0.02,-6.415e-4,4.306e4,3.79,47.962,0.408,305.647,260.744,2.21,1.143,3.757e7,0,488.1,0.613,0.613,0.183,0.237,0.192,1.441e-4,4.765e-4,1.114e-4,0,0,0,0,-7.886e-9,0.044,20.32,324.293,89.959,179.242,0.1,-49.753,265.951,301.149,0.05,0.536
21.84,9979.129,343.182,-21.041,343.182,21.041,3.623,0.088,3.624,1.392,0.342,0.041,28.61,-80.6,9.762,0.001,-1.013e-6,-0.019,-0.005,4.306e4,3.79,47.962,0.408,305.839,260.744,2.219,1.14,3.739e7,0,485.731,0.615,0.615,0.184,0.238,0.193,2.865e-4,7.064e-4,-3.206e-4,0,0,0,0,-7.104e-9,0.044,20.32,324.293,89.958,179.119,0.1,-49.864,265.234,301.081,0.05,0.537
21.89,9996.262,342.132,-20.979,342.132,20.979,3.605,0.088,3.606,1.402,0.344,0.042,28.61,-80.6,9.762,0.002,-1.042e-6,-0.015,6.965e-4,4.306e4,3.79,47.962,0.408,305.843,260.744,2.219,1.137,3.721e7,0,483.042,0.616,0.616,0.184,0.239,0.193,3.361e-4,7.822e-4,6.119e-5,0,0,0,0,0,0.044,20.32,324.293,89.957,178.991,0.1,-49.976,264.519,301.014,0.05,0.537
21.94,1.001e4,341.084,-20.918,341.084,20.918,3.588,0.088,3.589,1.411,0.347,0.041,28.61,-80.6,9.762,0.002,-1.027e-6,-0.006,9.354e-5,4.306e4,3.79,47.962,0.408,305.841,260.744,2.219,1.133,3.703e7,0,480.424,0.618,0.618,0.184,0.24,0.194,3.276e-4,0.001,-4.082e-4,0,0,0,0,0,0.044,20.32,324.293,89.957,179.04,0.1,-50.087,263.839,300.946,0.05,0.538
21.99,1.003e4,340.04,-20.857,340.04,20.857,3.571,0.089,3.572,1.421,0.349,0.04,28.61,-80.6,9.761,0.001,-1.046e-6,0.002,0.003,4.306e4,3.79,47.962,0.408,305.795,260.744,2.217,1.13,3.686e7,0,477.831,0.62,0.62,0.184,0.241,0.194,2.579e-4,9.229e-4,3.725e-4,0,0,0,0,0,0.044,20.32,324.293,89.957,179.164,0.1,-50.197,263.171,300.879,0.05,0.539
22.04,1.005e4,338.999,-20.797,338.999,20.797,3.553,0.089,3.554,1.431,0.35,0.037,28.61,-80.6,9.761,5.876e-4,-1.038e-6,0.006,0.002,4.306e4,3.79,47.962,0.408,305.482,260.744,2.202,1.127,3.668e7,0,475.246,0.621,0.621,0.184,0.242,0.195,1.138e-4,2.322e-5,3.563e-4,0,0,0,0,0,0.043,20.32,324.293,89.957,179.204,0.1,-50.308,262.505,300.812,0.05,0.54
22.09,1.006e4,337.96,-20.737,337.96,20.738,3.536,0.089,3.537,1.441,0.352,0.035,28.61,-80.6,9.761,8.366e-5,-1.051e-6,0,0,4.306e4,3.79,47.962,0.408,306.974,260.744,2.275,1.124,3.651e7,0,472.671,0.623,0.623,0.185,0.243,0.196,1.713e-5,2.412e-4,-1.131e-5,0,0,0,0,0,0.043,20.32,324.293,89.957,179.274,0.1,-50.418,261.841,300.746,0.05,0.54
22.14,1.008e4,336.925,-20.678,336.925,20.678,3.518,0.089,3.519,1.452,0.354,0.032,28.61,-80.6,9.761,8.505e-4,-1.041e-6,-3.652e-4,-3.931e-4,4.306e4,3.79,47.962,0.408,305.969,260.744,2.226,1.121,3.634e7,0,470.104,0.625,0.625,0.185,0.244,0.196,1.68e-4,5.453e-4,7.883e-5,0,0,0,0,0,0.043,20.32,324.293,89.958,179.289,0.1,-50.527,261.179,300.679,0.05,0.541
22.19,1.01e4,335.893,-20.61,335.893,20.61,3.5,0.089,3.501,1.462,0.356,0.031,28.61,-80.6,9.761,0.001,-1.05e-6,0.003,6.014e-6,4.306e4,3.79,47.962,0.408,305.497,260.744,2.202,1.117,3.616e7,0,467.197,0.626,0.626,0.185,0.245,0.197,2.269e-4,1.437e-4,-1.724e-4,0,0,0,0,0,0.043,20.32,324.293,89.958,179.289,0.1,-50.637,260.519,300.613,0.05,0.542
22.24,1.011e4,334.864,-20.541,334.864,20.541,3.482,0.09,3.484,1.472,0.357,0.03,28.61,-80.6,9.761,0.001,-1.043e-6,0.009,0.004,4.306e4,3.79,47.962,0.408,305.631,260.744,2.209,1.114,3.599e7,0,464.235,0.627,0.627,0.185,0.245,0.197,2.822e-4,0.001,1.878e-4,0,0,0,0,0,0.043,20.32,324.293,89.957,179.186,0.1,-50.746,259.861,300.547,0.05,0.546
22.29,1.013e4,333.838,-20.473,333.839,20.473,3.465,0.09,3.466,1.483,0.359,0.031,28.61,-80.6,9.761,0.001,-1.057e-6,0.014,2.822e-4,4.306e4,3.79,47.962,0.408,305.146,260.744,2.185,1.111,3.582e7,0,461.291,0.628,0.628,0.185,0.245,0.198,2.439e-4,4.86e-4,-1.744e-5,0,0,0,0,0,0.043,20.32,324.293,89.957,179.053,0.1,-50.854,259.205,300.481,0.05,0.547
22.34,1.015e4,332.816,-20.405,332.817,20.405,3.447,0.09,3.448,1.494,0.36,0.032,28.61,-80.6,9.761,9.571e-4,-1.088e-6,0.014,0.001,4.306e4,3.79,47.962,0.408,304.301,260.744,2.144,1.108,3.565e7,0,458.365,0.63,0.63,0.186,0.246,0.198,1.789e-4,5.739e-4,4.576e-4,0,0,0,0,0,0.043,20.32,324.293,89.956,178.966,0.1,-50.963,258.551,300.415,0.05,0.548
22.39,1.016e4,331.798,-20.337,331.798,20.337,3.429,0.09,3.43,1.505,0.362,0.033,28.61,-80.6,9.761,5.538e-4,-1.072e-6,0.014,0.001,4.306e4,3.79,47.962,0.408,303.95,260.744,2.126,1.105,3.549e7,0,455.455,0.631,0.631,0.186,0.246,0.199,1.024e-4,6.02e-4,1.93e-4,0,0,0,0,0,0.042,20.32,324.293,89.955,179.024,0.1,-51.071,257.899,300.35,0.05,0.548
22.44,1.018e4,330.783,-20.27,330.783,20.27,3.41,0.09,3.412,1.516,0.363,0.034,28.61,-80.6,9.761,1.271e-4,-1.005e-6,0,0,4.306e4,3.79,47.962,0.408,305.792,260.744,2.217,1.102,3.532e7,0,452.563,0.632,0.632,0.186,0.246,0.199,2.507e-5,2.247e-5,-4.488e-4,0,0,0,0,0,0.042,20.32,324.293,89.955,179.196,0.1,-51.178,257.249,300.285,0.05,0.549
22.49,1.02e4,329.771,-20.199,329.771,20.199,3.392,0.09,3.393,1.527,0.365,0.035,28.61,-80.6,9.761,3.202e-4,-1.045e-6,-0.014,-0.002,4.306e4,3.79,47.962,0.408,303.987,260.744,2.128,1.098,3.515e7,0,449.5,0.633,0.633,0.186,0.246,0.2,5.936e-5,4.065e-5,8.483e-5,0,0,0,0,0,0.042,20.32,324.293,89.954,179.307,0.1,-51.286,256.601,300.22,0.05,0.549
22.54,1.021e4,328.763,-20.124,328.763,20.124,3.374,0.091,3.375,1.538,0.367,0.036,28.61,-80.6,9.761,7.048e-4,-1.08e-6,-0.018,0.002,4.306e4,3.79,47.962,0.408,304.323,260.744,2.145,1.095,3.498e7,0,446.272,0.633,0.633,0.187,0.246,0.201,1.323e-4,5.182e-4,-4.17e-4,0,0,0,0,-7.355e-9,0.042,20.32,324.293,89.953,179.431,0.1,-51.393,255.955,300.155,0.05,0.55
22.59,1.023e4,327.758,-20.05,327.759,20.05,3.356,0.091,3.357,1.55,0.369,0.036,28.61,-80.6,9.761,0.001,-1.048e-6,-0.013,0.001,4.306e4,3.79,47.962,0.408,303.613,260.744,2.11,1.092,3.482e7,0,443.07,0.634,0.634,0.187,0.246,0.201,1.858e-4,8.653e-4,-3.203e-4,0,0,0,0,0,0.042,20.32,324.293,89.952,179.655,0.1,-51.499,255.311,300.09,0.05,0.551
22.64,1.025e4,326.758,-19.976,326.758,19.976,3.337,0.091,3.338,1.561,0.37,0.036,28.61,-80.6,9.761,0.001,-1.004e-6,-0.013,-0.006,4.306e4,3.79,47.962,0.408,303.181,260.744,2.088,1.089,3.465e7,0,439.892,0.635,0.635,0.187,0.246,0.202,2.254e-4,8.568e-4,2.004e-4,0,0,0,0,0,0.042,20.32,324.293,89.951,179.96,0.1,-51.606,254.669,300.026,0.05,0.552
22.69,1.026e4,325.761,-19.903,325.761,19.903,3.318,0.091,3.32,1.573,0.372,0.036,28.61,-80.6,9.761,0.001,-1.055e-6,-0.01,-0.001,4.306e4,3.79,47.962,0.408,303.081,260.744,2.083,1.086,3.449e7,0,436.739,0.635,0.635,0.188,0.245,0.202,2.299e-4,6.446e-4,-3.256e-4,0,0,0,0,0,0.042,20.32,324.293,89.951,-179.873,0.1,-51.712,254.029,299.962,0.05,0.553
22.74,1.028e4,324.768,-19.83,324.768,19.83,3.3,0.091,3.301,1.585,0.374,0.036,28.61,-80.6,9.761,0.001,-1.025e-6,-0.004,-0.007,4.306e4,3.79,47.962,0.408,302.847,260.744,2.072,1.083,3.433e7,0,433.611,0.636,0.636,0.188,0.245,0.203,2.258e-4,3.434e-4,-3.145e-4,0,0,0,0,0,0.042,20.32,324.293,89.951,-179.824,0.1,-51.818,253.391,299.897,0.05,0.554
