# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
45.755,1.467e4,1.509e4,67.501,79.627,-9.884,9.885,2294.959,11.104,2294.985,0.277,42.238,0.112,0.838,-1.428,0.456,5.774,3.154,-1.542,58.378,0.923,6.07e4,0,138.945,0.564,9.763,406.912,304.386,5.046,0,0,9.376,0.477,0.337,0.026,0.114,0.477,0.093,0.457,-2.768e-4,0,-0.003,0.007,0.01,0.011,0,0,-56.5,118.875,1.911e-4,297.06,0.268,5.345e6,20.32,324.293,0.05,4.592,0.009
45.805,1.467e4,1.509e4,67.007,79.205,-9.882,9.883,2297.07,11.125,2297.097,0.277,42.233,0.112,0.838,-1.428,0.466,5.739,3.186,-1.552,58.201,0.93,6.07e4,0,138.945,0.564,9.763,406.833,304.386,5.042,0,0,9.277,0.477,0.337,0.026,0.114,0.477,0.095,0.467,4.135e-4,0,-0.003,0.007,0.01,0.011,0,0,-56.5,118.813,1.91e-4,297.06,0.267,5.314e6,20.32,324.293,0.05,4.593,0.009
45.855,1.467e4,1.509e4,66.513,78.785,-9.88,9.881,2299.182,11.145,2299.209,0.278,42.227,0.112,0.838,-1.428,0.477,5.77,3.219,-1.563,58.023,0.936,6.07e4,0,138.945,0.564,9.763,406.754,304.386,5.038,0,0,9.179,0.477,0.338,0.026,0.114,0.478,0.097,0.477,-3.58e-4,0,-0.004,0.007,0.01,0.011,0,0,-56.5,118.752,1.91e-4,297.06,0.265,5.283e6,20.32,324.293,0.05,4.593,0.009
45.905,1.468e4,1.51e4,66.019,78.365,-9.878,9.879,2301.293,11.166,2301.32,0.278,42.222,0.111,0.838,-1.428,0.488,5.734,3.253,-1.574,57.843,0.943,6.07e4,0,138.945,0.564,9.763,406.672,304.386,5.034,0,0,9.082,0.478,0.338,0.026,0.113,0.478,0.099,0.489,4.655e-4,0,-0.003,0.007,0.01,0.012,0,0,-56.5,118.692,1.909e-4,297.06,0.264,5.252e6,20.32,324.293,0.05,4.593,0.009
45.955,1.468e4,1.51e4,65.525,77.947,-9.876,9.877,2303.404,11.187,2303.431,0.278,42.216,0.111,0.838,-1.428,0.499,5.763,3.287,-1.585,57.662,0.949,6.07e4,0,138.945,0.564,9.763,406.588,304.386,5.03,0,0,8.986,0.478,0.338,0.026,0.113,0.478,0.102,0.499,-1.153e-4,0,-0.004,0.007,0.01,0.012,0,0,-56.5,118.632,1.908e-4,297.06,0.262,5.222e6,20.32,324.293,0.05,4.594,0.009
46.005,1.468e4,1.51e4,65.031,77.529,-9.875,9.875,2305.514,11.208,2305.541,0.279,42.211,0.111,0.838,-1.428,0.511,5.791,3.321,-1.596,57.479,0.956,6.07e4,0,138.945,0.564,9.763,406.503,304.386,5.025,0,0,8.89,0.478,0.339,0.026,0.113,0.478,0.104,0.511,-2.997e-4,0,-0.004,0.007,0.01,0.012,0,0,-56.5,118.572,1.907e-4,297.06,0.261,5.191e6,20.32,324.293,0.05,4.594,0.009
46.055,1.469e4,1.511e4,64.537,77.113,-9.873,9.873,2307.625,11.229,2307.652,0.279,42.205,0.111,0.838,-1.428,0.523,5.753,3.355,-1.608,57.293,0.963,6.07e4,0,138.945,0.564,9.763,406.415,304.386,5.021,0,0,8.795,0.478,0.339,0.026,0.113,0.479,0.107,0.522,-4.596e-4,0,-0.004,0.007,0.01,0.013,0,0,-56.5,118.513,1.906e-4,297.06,0.26,5.161e6,20.32,324.293,0.05,4.594,0.009
46.105,1.469e4,1.511e4,64.044,76.697,-9.871,9.871,2309.735,11.249,2309.762,0.279,42.2,0.11,0.838,-1.428,0.535,5.78,3.39,-1.619,57.107,0.97,6.07e4,0,138.945,0.564,9.763,406.326,304.386,5.017,0,0,8.701,0.479,0.339,0.026,0.113,0.479,0.109,0.534,9.573e-5,0,-0.004,0.007,0.01,0.013,0,0,-56.5,118.454,1.905e-4,297.06,0.258,5.13e6,20.32,324.293,0.05,4.594,0.009
46.155,1.469e4,1.511e4,63.55,76.282,-9.869,9.87,2311.844,11.27,2311.872,0.279,42.194,0.11,0.838,-1.428,0.548,5.742,3.425,-1.631,56.918,0.977,6.07e4,0,138.945,0.564,9.763,406.234,304.386,5.012,0,0,8.608,0.479,0.34,0.026,0.113,0.479,0.112,0.546,-1.538e-4,0,-0.004,0.007,0.01,0.014,0,0,-56.5,118.396,1.904e-4,297.06,0.257,5.1e6,20.32,324.293,0.05,4.595,0.009
46.205,1.47e4,1.512e4,63.057,75.869,-9.867,9.868,2313.954,11.291,2313.981,0.28,42.189,0.11,0.838,-1.428,0.561,5.767,3.461,-1.643,56.727,0.985,6.07e4,0,138.945,0.564,9.763,406.14,304.386,5.008,0,0,8.515,0.479,0.34,0.026,0.113,0.479,0.114,0.559,-1.844e-4,0,-0.004,0.007,0.01,0.014,0,0,-56.5,118.338,1.903e-4,297.06,0.255,5.07e6,20.32,324.293,0.05,4.595,0.009
46.255,1.47e4,1.512e4,62.563,75.456,-9.865,9.866,2316.063,11.313,2316.091,0.28,42.184,0.11,0.838,-1.428,0.574,5.728,3.497,-1.655,56.535,0.992,6.07e4,0,138.945,0.564,9.763,406.045,304.386,5.003,0,0,8.424,0.479,0.34,0.026,0.113,0.48,0.117,0.572,1.388e-4,0,0.007,0.007,0,0.015,0,0,-56.5,118.281,1.902e-4,297.06,0.254,5.04e6,20.32,324.293,0.05,4.595,0.009
46.305,1.47e4,1.512e4,62.07,75.045,-9.863,9.864,2318.172,11.334,2318.2,0.28,42.178,0.11,0.838,-1.428,0.588,5.751,3.533,-1.668,56.34,0.999,6.07e4,0,138.945,0.564,9.763,405.947,304.386,4.998,0,0,8.333,0.48,0.341,0.026,0.113,0.48,0.12,0.585,4.761e-4,0,-0.004,0.007,0.011,0.015,0,0,-56.5,118.224,1.901e-4,297.06,0.253,5.01e6,20.32,324.293,0.05,4.596,0.009
46.355,1.471e4,1.513e4,61.577,74.634,-9.862,9.862,2320.281,11.355,2320.308,0.28,42.173,0.11,0.838,-1.428,0.602,5.774,3.57,-1.68,56.144,1.007,6.07e4,0,138.945,0.564,9.762,405.847,304.386,4.993,0,0,8.243,0.48,0.341,0.026,0.113,0.48,0.123,0.599,-4.39e-4,0,-0.004,0.007,0.011,0.016,0,0,-56.5,118.167,1.9e-4,297.06,0.251,4.98e6,20.32,324.293,0.05,4.596,0.009
46.405,1.471e4,1.513e4,61.084,74.225,-9.86,9.86,2322.389,11.376,2322.417,0.281,42.167,0.109,0.838,-1.428,0.616,5.734,3.608,-1.693,55.946,1.015,6.07e4,0,138.945,0.564,9.762,405.744,304.386,4.988,0,0,8.154,0.48,0.342,0.026,0.113,0.481,0.126,0.612,4.159e-4,0,-0.004,0.007,0.011,0.016,0,0,-56.5,118.111,1.899e-4,297.06,0.25,4.95e6,20.32,324.293,0.05,4.596,0.009
46.455,1.471e4,1.513e4,60.591,73.817,-9.858,9.859,2324.497,11.397,2324.525,0.281,42.162,0.109,0.838,-1.428,0.63,5.755,3.645,-1.706,55.746,1.023,6.07e4,0,138.945,0.564,9.762,405.64,304.386,4.983,0,0,8.065,0.48,0.342,0.026,0.113,0.481,0.129,0.626,2.084e-5,0,-0.004,0.007,0.011,0.017,0,0,-56.5,118.056,1.898e-4,297.06,0.248,4.921e6,20.32,324.293,0.05,4.596,0.008
46.505,1.471e4,1.513e4,60.098,73.41,-9.856,9.857,2326.605,11.418,2326.633,0.281,42.157,0.109,0.838,-1.428,0.645,5.775,3.683,-1.719,55.544,1.031,6.07e4,0,138.945,0.564,9.762,405.533,304.386,4.978,0,0,7.978,0.481,0.342,0.026,0.112,0.481,0.132,0.641,4.707e-4,0,-0.004,0.007,0.011,0.017,0,0,-56.5,118.001,1.897e-4,297.06,0.247,4.892e6,20.32,324.293,0.05,4.597,0.008
46.555,1.472e4,1.514e4,59.606,73.004,-9.854,9.855,2328.713,11.44,2328.741,0.281,42.151,0.109,0.838,-1.428,0.661,5.734,3.722,-1.732,55.339,1.039,6.07e4,0,138.945,0.564,9.762,405.423,304.386,4.972,0,0,7.891,0.481,0.343,0.026,0.112,0.481,0.135,0.656,-9.435e-5,0,-0.004,0.007,0.011,0.018,0,0,-56.5,117.946,1.897e-4,297.06,0.246,4.862e6,20.32,324.293,0.05,4.597,0.008
46.605,1.472e4,1.514e4,59.113,72.599,-9.853,9.853,2330.82,11.461,2330.848,0.282,42.146,0.109,0.838,-1.428,0.676,5.754,3.761,-1.746,55.133,1.047,6.07e4,0,138.945,0.564,9.762,405.311,304.386,4.967,0,0,7.805,0.481,0.343,0.026,0.112,0.482,0.139,0.671,-2.491e-4,0,-0.004,0.007,0.011,0.018,0,0,-56.5,117.892,1.896e-4,297.06,0.244,4.833e6,20.32,324.293,0.05,4.597,0.008
46.655,1.472e4,1.514e4,58.62,72.195,-9.851,9.851,2332.927,11.482,2332.955,0.282,42.14,0.109,0.838,-1.428,0.693,5.772,3.801,-1.76,54.925,1.056,6.07e4,0,138.945,0.564,9.762,405.197,304.386,4.961,0,0,7.72,0.481,0.343,0.026,0.112,0.482,0.142,0.686,4.937e-5,0,-0.004,0.007,0.011,0.019,0,0,-56.5,117.838,1.895e-4,297.06,0.243,4.804e6,20.32,324.293,0.05,4.598,0.008
46.705,1.473e4,1.515e4,58.128,71.793,-9.849,9.85,2335.034,11.504,2335.062,0.282,42.135,0.108,0.838,-1.428,0.709,5.73,3.841,-1.773,54.714,1.064,6.07e4,0,138.945,0.564,9.762,405.08,304.386,4.955,0,0,7.635,0.482,0.344,0.026,0.112,0.482,0.146,0.702,-7.594e-5,0,-0.004,0.007,0.011,0.019,0,0,-56.5,117.785,1.894e-4,297.06,0.242,4.775e6,20.32,324.293,0.05,4.598,0.008
46.755,1.473e4,1.515e4,57.635,71.392,-9.847,9.848,2337.14,11.525,2337.169,0.283,42.13,0.108,0.838,-1.428,0.726,5.747,3.881,-1.787,54.502,1.073,6.07e4,0,138.945,0.564,9.762,404.961,304.386,4.95,0,0,7.552,0.482,0.344,0.026,0.112,0.483,0.149,0.718,4.541e-4,0,-0.004,0.007,0.011,0.02,0,0,-56.5,117.732,1.893e-4,297.06,0.24,4.746e6,20.32,324.293,0.05,4.598,0.008
46.805,1.473e4,1.515e4,57.143,70.992,-9.846,9.846,2339.246,11.547,2339.275,0.283,42.124,0.108,0.838,-1.428,0.744,5.763,3.922,-1.802,54.287,1.082,6.07e4,0,138.945,0.564,9.762,404.839,304.386,4.944,0,0,7.469,0.482,0.345,0.026,0.112,0.483,0.153,0.736,-4.995e-4,0,-0.005,0.007,0.011,0.021,0,0,-56.5,117.679,1.892e-4,297.06,0.239,4.718e6,20.32,324.293,0.05,4.598,0.008
46.855,1.474e4,1.516e4,56.651,70.593,-9.844,9.844,2341.352,11.568,2341.381,0.283,42.119,0.108,0.838,-1.428,0.761,5.778,3.963,-1.816,54.07,1.091,6.07e4,0,138.945,0.564,9.762,404.715,304.386,4.937,0,0,7.387,0.482,0.345,0.026,0.112,0.483,0.157,0.752,2.656e-4,0,-0.005,0.007,0.011,0.021,0,0,-56.5,117.627,1.891e-4,297.06,0.238,4.689e6,20.32,324.293,0.05,4.599,0.008
46.905,1.474e4,1.516e4,56.159,70.195,-9.842,9.843,2343.458,11.59,2343.487,0.283,42.114,0.108,0.838,-1.428,0.78,5.735,4.005,-1.831,53.851,1.1,6.07e4,0,138.945,0.564,9.762,404.587,304.386,4.931,0,0,7.305,0.483,0.345,0.026,0.112,0.484,0.161,0.77,-3.769e-4,0,-0.005,0.007,0.011,0.022,0,0,-56.5,117.576,1.891e-4,297.06,0.236,4.661e6,20.32,324.293,0.05,4.599,0.008
46.955,1.474e4,1.516e4,55.667,69.799,-9.84,9.841,2345.564,11.612,2345.592,0.284,42.109,0.108,0.838,-1.428,0.798,5.75,4.047,-1.846,53.63,1.109,6.07e4,0,138.945,0.564,9.762,404.457,304.386,4.925,0,0,7.225,0.483,0.346,0.026,0.112,0.484,0.165,0.788,-4.978e-4,0,-0.005,0.007,0.011,0.023,0,0,-56.5,117.525,1.89e-4,297.06,0.235,4.632e6,20.32,324.293,0.05,4.599,0.008
47.005,1.474e4,1.516e4,55.175,69.404,-9.838,9.839,2347.669,11.633,2347.698,0.284,42.103,0.108,0.838,-1.428,0.818,5.763,4.09,-1.861,53.407,1.118,6.07e4,0,138.945,0.564,9.762,404.325,304.386,4.918,0,0,7.145,0.483,0.346,0.026,0.112,0.484,0.169,0.807,-1.385e-4,0,-0.005,0.007,0.011,0.024,0,0,-56.5,117.474,1.889e-4,297.06,0.234,4.604e6,20.32,324.293,0.05,4.6,0.008
47.055,1.475e4,1.517e4,54.683,69.01,-9.837,9.837,2349.774,11.655,2349.803,0.284,42.098,0.108,0.838,-1.428,0.837,5.776,4.133,-1.876,53.181,1.128,6.07e4,0,138.945,0.564,9.762,404.189,304.386,4.912,0,0,7.066,0.484,0.346,0.025,0.112,0.485,0.173,0.825,3.848e-5,0,-0.005,0.007,0.011,0.024,0,0,-56.5,117.424,1.888e-4,297.06,0.232,4.576e6,20.32,324.293,0.05,4.6,0.008
47.105,1.475e4,1.517e4,54.191,68.618,-9.835,9.836,2351.878,11.677,2351.907,0.284,42.093,0.108,0.838,-1.428,0.857,5.732,4.177,-1.892,52.953,1.138,6.07e4,0,138.945,0.564,9.762,404.05,304.386,4.905,0,0,6.988,0.484,0.347,0.025,0.112,0.485,0.177,0.844,-4.91e-4,0,-0.005,0.007,0.011,0.025,0,0,-56.5,117.374,1.887e-4,297.06,0.231,4.548e6,20.32,324.293,0.05,4.6,0.008
47.155,1.475e4,1.517e4,53.699,68.227,-9.833,9.834,2353.983,11.699,2354.012,0.285,42.087,0.107,0.838,-1.428,0.878,5.744,4.221,-1.907,52.723,1.148,6.07e4,0,138.945,0.564,9.762,403.909,304.386,4.898,0,0,6.91,0.484,0.347,0.025,0.111,0.485,0.182,0.864,3.42e-4,0,-0.005,0.007,0.012,0.026,0,0,-56.5,117.325,1.887e-4,297.06,0.23,4.52e6,20.32,324.293,0.05,4.6,0.008
47.205,1.475e4,1.517e4,53.208,67.838,-9.831,9.832,2356.087,11.721,2356.116,0.285,42.082,0.107,0.838,-1.428,0.899,5.755,4.265,-1.923,52.49,1.158,6.07e4,0,138.945,0.564,9.762,403.764,304.386,4.891,0,0,6.834,0.484,0.348,0.025,0.111,0.486,0.186,0.885,-1.152e-4,0,-0.005,0.007,0.012,0.027,0,0,-56.5,117.276,1.886e-4,297.06,0.228,4.493e6,20.32,324.293,0.05,4.601,0.008
47.255,1.476e4,1.518e4,52.716,67.45,-9.83,9.83,2358.191,11.743,2358.22,0.285,42.077,0.107,0.838,-1.428,0.921,5.765,4.311,-1.939,52.255,1.168,6.07e4,0,138.945,0.564,9.762,403.617,304.386,4.883,0,0,6.758,0.485,0.348,0.025,0.111,0.486,0.191,0.905,4.643e-4,0,-0.005,0.007,0.012,0.028,0,0,-56.5,117.228,1.885e-4,297.06,0.227,4.465e6,20.32,324.293,0.05,4.601,0.008
47.305,1.476e4,1.518e4,52.225,67.063,-9.828,9.829,2360.294,11.765,2360.324,0.286,42.072,0.107,0.838,-1.428,0.943,5.775,4.356,-1.956,52.017,1.178,6.07e4,0,138.945,0.564,9.762,403.466,304.386,4.876,0,0,6.683,0.485,0.348,0.025,0.111,0.486,0.196,0.927,1.389e-4,0,-0.005,0.007,0.012,0.029,0,0,-56.5,117.18,1.884e-4,297.06,0.226,4.438e6,20.32,324.293,0.05,4.601,0.008
47.355,1.476e4,1.518e4,51.733,66.678,-9.826,9.827,2362.398,11.787,2362.427,0.286,42.066,0.107,0.838,-1.428,0.966,5.73,4.402,-1.972,51.778,1.189,6.07e4,0,138.945,0.564,9.762,403.313,304.386,4.868,0,0,6.608,0.485,0.349,0.025,0.111,0.487,0.201,0.948,-2.138e-4,0,-0.005,0.007,0.012,0.03,0,0,-56.5,117.132,1.883e-4,297.06,0.224,4.41e6,20.32,324.293,0.05,4.602,0.008
47.405,1.477e4,1.519e4,51.242,66.294,-9.825,9.825,2364.501,11.809,2364.53,0.286,42.061,0.107,0.838,-1.428,0.989,5.739,4.449,-1.989,51.535,1.199,6.07e4,0,138.945,0.564,9.762,403.156,304.386,4.861,0,0,6.535,0.486,0.349,0.025,0.111,0.487,0.206,0.97,6.2e-5,0,-0.005,0.007,0.012,0.031,0,0,-56.5,117.085,1.883e-4,297.06,0.223,4.383e6,20.32,324.293,0.05,4.602,0.008
47.455,1.477e4,1.519e4,50.751,65.912,-9.823,9.823,2366.604,11.831,2366.633,0.286,42.056,0.107,0.838,-1.428,1.013,5.747,4.496,-2.006,51.29,1.21,6.07e4,0,138.945,0.564,9.762,402.996,304.386,4.853,0,0,6.462,0.486,0.35,0.025,0.111,0.487,0.211,0.993,1.6e-5,0,-0.005,0.007,0.012,0.032,0,0,-56.5,117.039,1.882e-4,297.06,0.222,4.356e6,20.32,324.293,0.05,4.602,0.008
47.505,1.477e4,1.519e4,50.26,65.531,-9.821,9.822,2368.706,11.853,2368.736,0.287,42.051,0.107,0.838,-1.428,1.038,5.755,4.544,-2.023,51.043,1.221,6.07e4,0,138.945,0.564,9.762,402.833,304.386,4.845,0,0,6.39,0.486,0.35,0.025,0.111,0.488,0.216,1.016,3.982e-4,0,-0.005,0.007,0.012,0.033,0,0,-56.5,116.993,1.881e-4,297.06,0.221,4.329e6,20.32,324.293,0.05,4.603,0.008
47.555,1.477e4,1.519e4,49.769,65.152,-9.819,9.82,2370.808,11.875,2370.838,0.287,42.045,0.107,0.838,-1.428,1.063,5.762,4.592,-2.04,50.793,1.233,6.07e4,0,138.945,0.564,9.762,402.666,304.386,4.837,0,0,6.319,0.487,0.35,0.025,0.111,0.488,0.222,1.039,-5.727e-5,0,-0.005,0.007,0.012,0.034,0,0,-56.5,116.947,1.88e-4,297.06,0.219,4.303e6,20.32,324.293,0.05,4.603,0.008
47.605,1.478e4,1.52e4,49.278,64.774,-9.818,9.818,2372.91,11.898,2372.94,0.287,42.04,0.107,0.838,-1.428,1.088,5.768,4.641,-2.058,50.541,1.244,6.07e4,0,138.945,0.564,9.762,402.496,304.386,4.828,0,0,6.248,0.487,0.351,0.025,0.111,0.489,0.228,1.063,1.627e-4,0,-0.006,0.007,0.012,0.035,0,0,-56.5,116.902,1.88e-4,297.06,0.218,4.276e6,20.32,324.293,0.05,4.603,0.008
47.655,1.478e4,1.52e4,48.787,64.398,-9.816,9.817,2375.012,11.92,2375.042,0.288,42.035,0.107,0.838,-1.428,1.115,5.722,4.691,-2.076,50.286,1.255,6.07e4,0,138.945,0.564,9.762,402.323,304.386,4.82,0,0,6.178,0.487,0.351,0.025,0.111,0.489,0.233,1.088,4.425e-4,0,0.007,0.007,0,0.036,0,0,-56.5,116.857,1.879e-4,297.06,0.217,4.249e6,20.32,324.293,0.05,4.604,0.008
47.705,1.478e4,1.52e4,48.296,64.024,-9.814,9.815,2377.114,11.942,2377.144,0.288,42.03,0.107,0.838,-1.428,1.142,5.728,4.741,-2.094,50.028,1.267,6.07e4,0,138.945,0.564,9.762,402.146,304.386,4.811,0,0,6.109,0.487,0.352,0.025,0.111,0.489,0.239,1.114,4.623e-4,0,0.007,0.007,0,0.037,0,0,-56.5,116.813,1.878e-4,297.06,0.216,4.223e6,20.32,324.293,0.05,4.604,0.008
47.755,1.478e4,1.52e4,47.806,63.651,-9.812,9.813,2379.215,11.965,2379.245,0.288,42.024,0.107,0.838,-1.428,1.169,5.733,4.791,-2.113,49.768,1.279,6.07e4,0,138.945,0.564,9.762,401.966,304.386,4.802,0,0,6.041,0.488,0.352,0.025,0.111,0.49,0.245,1.14,2.39e-4,0,-0.006,0.007,0.012,0.039,0,0,-56.5,116.769,1.878e-4,297.06,0.214,4.197e6,20.32,324.293,0.05,4.604,0.008
47.805,1.478e4,1.52e4,47.315,63.28,-9.811,9.811,2381.316,11.987,2381.346,0.288,42.019,0.107,0.838,-1.428,1.198,5.737,4.842,-2.131,49.505,1.291,6.07e4,0,138.945,0.564,9.762,401.782,304.386,4.793,0,0,5.974,0.488,0.352,0.025,0.111,0.49,0.252,1.166,3.209e-4,0,-0.006,0.007,0.012,0.04,0,0,-56.5,116.725,1.877e-4,297.06,0.213,4.171e6,20.32,324.293,0.05,4.605,0.008
47.855,1.479e4,1.521e4,46.824,62.91,-9.809,9.81,2383.417,12.01,2383.447,0.289,42.014,0.107,0.838,-1.428,1.226,5.742,4.894,-2.15,49.239,1.303,6.07e4,0,138.945,0.564,9.762,401.594,304.386,4.784,0,0,5.907,0.488,0.353,0.025,0.111,0.491,0.258,1.193,-8.174e-5,0,-0.006,0.007,0.012,0.041,0,0,-56.5,116.682,1.876e-4,297.06,0.212,4.145e6,20.32,324.293,0.05,4.605,0.008
47.905,1.479e4,1.521e4,46.334,62.543,-9.807,9.808,2385.517,12.032,2385.547,0.289,42.009,0.107,0.838,-1.428,1.256,5.745,4.946,-2.169,48.97,1.316,6.07e4,0,138.945,0.564,9.762,401.404,304.386,4.775,0,0,5.841,0.489,0.353,0.025,0.111,0.491,0.265,1.221,8.208e-6,0,-0.006,0.007,0.012,0.043,0,0,-56.5,116.64,1.876e-4,297.06,0.211,4.119e6,20.32,324.293,0.05,4.605,0.008
47.955,1.479e4,1.521e4,45.844,62.177,-9.806,9.806,2387.617,12.055,2387.648,0.289,42.004,0.107,0.838,-1.428,1.286,5.748,4.998,-2.189,48.699,1.329,6.07e4,0,138.945,0.564,9.762,401.209,304.386,4.765,0,0,5.776,0.489,0.354,0.025,0.11,0.491,0.271,1.249,-3.035e-4,0,-0.006,0.007,0.013,0.044,0,0,-56.5,116.598,1.875e-4,297.06,0.209,4.094e6,20.32,324.293,0.05,4.605,0.008
48.005,1.479e4,1.521e4,45.354,61.813,-9.804,9.804,2389.717,12.078,2389.748,0.29,41.998,0.107,0.838,-1.428,1.317,5.751,5.052,-2.208,48.425,1.341,6.07e4,0,138.945,0.564,9.762,401.011,304.386,4.755,0,0,5.711,0.489,0.354,0.025,0.11,0.492,0.278,1.278,3.724e-4,0,-0.006,0.007,0.013,0.045,0,0,-56.5,116.556,1.874e-4,297.06,0.208,4.068e6,20.32,324.293,0.05,4.606,0.008
48.055,1.48e4,1.522e4,44.863,61.45,-9.802,9.803,2391.817,12.101,2391.847,0.29,41.993,0.107,0.838,-1.428,1.349,5.753,5.105,-2.228,48.148,1.354,6.07e4,0,138.945,0.564,9.762,400.809,304.386,4.745,0,0,5.648,0.49,0.354,0.025,0.11,0.492,0.285,1.308,4.426e-4,0,-0.006,0.007,0.013,0.047,0,0,-56.5,116.515,1.874e-4,297.06,0.207,4.043e6,20.32,324.293,0.05,4.606,0.007
48.105,1.48e4,1.522e4,44.373,61.09,-9.8,9.801,2393.916,12.123,2393.947,0.29,41.988,0.106,0.838,-1.428,1.382,5.755,5.16,-2.248,47.868,1.368,6.07e4,0,138.945,0.564,9.762,400.603,304.386,4.735,0,0,5.585,0.49,0.355,0.025,0.11,0.493,0.293,1.338,-3.229e-4,0,-0.006,0.007,0.013,0.049,0,0,-56.5,116.474,1.873e-4,297.06,0.206,4.018e6,20.32,324.293,0.05,4.606,0.007
48.155,1.48e4,1.522e4,43.883,60.731,-9.799,9.799,2396.015,12.146,2396.046,0.29,41.983,0.106,0.838,-1.428,1.415,5.756,5.215,-2.269,47.585,1.381,6.07e4,0,138.945,0.564,9.762,400.393,304.386,4.725,0,0,5.522,0.49,0.355,0.025,0.11,0.493,0.3,1.368,4.547e-4,0,-0.006,0.007,0.013,0.05,0,0,-56.5,116.434,1.872e-4,297.06,0.204,3.993e6,20.32,324.293,0.05,4.607,0.007
48.205,1.48e4,1.522e4,43.393,60.375,-9.797,9.798,2398.114,12.169,2398.145,0.291,41.978,0.106,0.838,-1.428,1.449,5.757,5.27,-2.29,47.3,1.395,6.07e4,0,138.945,0.564,9.762,400.18,304.386,4.714,0,0,5.461,0.491,0.356,0.025,0.11,0.494,0.308,1.401,4.416e-4,0,-0.006,0.007,0.013,0.052,0,0,-56.5,116.394,1.872e-4,297.06,0.203,3.968e6,20.32,324.293,0.05,4.607,0.007
48.255,1.481e4,1.523e4,42.904,60.02,-9.795,9.796,2400.213,12.192,2400.244,0.291,41.972,0.106,0.838,-1.428,1.484,5.757,5.326,-2.311,47.011,1.409,6.07e4,0,138.945,0.564,9.762,399.962,304.386,4.704,0,0,5.4,0.491,0.356,0.025,0.11,0.494,0.316,1.432,4.893e-4,0,-0.006,0.007,0.013,0.054,0,0,-56.5,116.355,1.871e-4,297.06,0.202,3.944e6,20.32,324.293,0.05,4.607,0.007
48.305,1.481e4,1.523e4,42.414,59.667,-9.794,9.794,2402.311,12.215,2402.342,0.291,41.967,0.106,0.838,-1.428,1.519,5.757,5.383,-2.332,46.719,1.423,6.07e4,0,138.945,0.564,9.762,399.741,304.386,4.693,0,0,5.34,0.491,0.356,0.025,0.11,0.495,0.324,1.465,-2.143e-4,0,-0.007,0.007,0.013,0.055,0,0,-56.5,116.316,1.87e-4,297.06,0.201,3.919e6,20.32,324.293,0.05,4.607,0.007
48.355,1.481e4,1.523e4,41.924,59.317,-9.792,9.792,2404.409,12.238,2404.44,0.292,41.962,0.106,0.838,-1.428,1.556,5.756,5.44,-2.354,46.425,1.437,6.07e4,0,138.945,0.564,9.762,399.516,304.386,4.682,0,0,5.281,0.492,0.357,0.025,0.11,0.495,0.332,1.499,-4.539e-4,0,-0.007,0.007,0.013,0.057,0,0,-56.5,116.277,1.87e-4,297.06,0.2,3.895e6,20.32,324.293,0.05,4.608,0.007
48.405,1.481e4,1.523e4,41.435,58.968,-9.79,9.791,2406.507,12.262,2406.538,0.292,41.957,0.107,0.838,-1.428,1.593,5.755,5.498,-2.376,46.127,1.452,6.07e4,0,138.945,0.564,9.762,399.286,304.386,4.67,0,0,5.223,0.492,0.357,0.025,0.11,0.496,0.341,1.532,-2.22e-4,0,-0.007,0.007,0.013,0.059,0,0,-56.5,116.239,1.869e-4,297.06,0.199,3.871e6,20.32,324.293,0.05,4.608,0.007
48.455,1.481e4,1.523e4,40.945,58.621,-9.788,9.789,2408.605,12.285,2408.636,0.292,41.952,0.107,0.838,-1.428,1.631,5.754,5.557,-2.398,45.826,1.466,6.07e4,0,138.945,0.564,9.762,399.053,304.386,4.659,0,0,5.165,0.492,0.358,0.025,0.11,0.496,0.35,1.568,-9.446e-5,0,-0.007,0.007,0.013,0.061,0,0,-56.5,116.201,1.868e-4,297.06,0.197,3.847e6,20.32,324.293,0.05,4.608,0.007
